canonicity_score_rank;canonicity_score_scaled;GND;GND_name;GND_birth;GND_death;GND_occupation;rausschmeißen? (AH);rausschmeißen? (MK);Konsens (JE);;;;;;;;;;;;;;;
2940;5;129186813;Peschwitz, Gottfried von;1631.0;1696.0;Jurist + Bürgermeister + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2940;5;118996282;Zahn, Ernst;1867.0;1952.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2940;5;142740195;Hutten, Katrine von;1944.0;2013.0;Übersetzerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2943;5;111201047;Kinsky, Esther;1956.0;;Dozentin + Schriftstellerin + Übersetzerin + Slawistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2944;5;130116963;Seusse, Johannes;1566.0;1631.0;Schriftsteller + Konsistorialrat + Geheimer Rat + Zeichner;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2944;5;116702419;Ruhl, Ludwig Sigismund;1794.0;1887.0;Künstler + Maler + Schriftsteller + Bibliotheksdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2946;5;117481718;Spazier, Karl;1761.0;1805.0;Schriftsteller + Komponist + Selbstverleger + Lehrer + Komponist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2946;5;118719491;Gumppenberg, Hanns von;1866.0;1928.0;Schriftsteller + Dramatiker + Redakteur + Schriftsteller + Theaterkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2948;5;118547313;Háy, Gyula;1900.0;1975.0;Dramatiker + Dramatiker + Drehbuchautor + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2949;5;116046805;Parisius, Ludolf;1827.0;1900.0;Politiker + Schriftsteller + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2950;5;1035498367;Gratzik, Paul;1935.0;2018.0;Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2950;5;136567061;Janstein, Elisabeth von;1893.0;1944.0;Schriftstellerin + Journalistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2952;5;116568437;Ertl, Emil;1860.0;1935.0;Philologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2953;5;116668237;Conz, Karl Philipp;1762.0;1827.0;Schriftsteller + Klassischer Philologe + Hochschullehrer + Übersetzer + Pfarrer + Lutherischer Theologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2954;5;118935380;Valangin, Aline;1889.0;1986.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2955;5;118773593;Heer, Jakob Christoph;1859.0;1925.0;Schriftsteller + Lehrer + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2956;5;123581516;Brockmann, Reiner;1609.0;1647.0;Übersetzer + Lyriker + Pfarrer + Evangelischer Theologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2957;5;116563559;Georgy, Ernst;1873.0;1924.0;Schriftstellerin + Lehrerin + Drehbuchautorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2957;5;116116331;Diettrich, Fritz;1902.0;1964.0;Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2959;5;1022446959;Petrowskaja, Katja;1970.0;;Schriftstellerin + Journalistin + Philologin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2960;5;118549014;Helwig, Werner;1905.0;1985.0;Schriftsteller + Ethnologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2960;5;121403459;Schuder, Rosemarie;1928.0;2018.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2962;5;100975127;Stählin, Jacob von;1709.0;1785.0;Schriftsteller + Gelehrter + Erzieher + Bibliothekar + Staatsrat + Regisseur + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2963;5;122353501;Laabs, Joochen;1937.0;;Schriftsteller + Ingenieur + Drehbuchautor + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2964;5;115359788;Schulz, Helmut;1931.0;2022.0;Schriftsteller + Grafiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2965;5;117413836;Trentini, Albert von;1878.0;1933.0;Schriftsteller + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2965;5;116617004;Kurowsky-Eichen, Friedrich Carl Anton;1780.0;1853.0;Schriftsteller + Offizier + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2965;5;116349301;Haber, Siegmund;1835.0;1895.0;Schriftsteller + Redakteur + Publizist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2968;5;118614622;Sinclair, Isaak von;1775.0;1815.0;Politiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2969;5;119340569;Leifhelm, Hans;1891.0;1947.0;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2970;5;118785117;Mostar, Herrmann;1901.0;1973.0;Schriftsteller + Lehrer + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2970;5;118540602;Gollwitzer, Helmut;1908.0;1993.0;Evangelischer Theologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2972;5;11872567X;Kyber, Manfred;1880.0;1933.0;Schriftsteller + Kritiker + Dramatiker + Librettist + Theaterkritiker + Lyriker + Übersetzer + Tierschützer + Anthroposoph + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2973;5;123478669;Allemann, Urs;1948.0;2024.0;Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2974;5;118768972;Vogl, Johann Nepomuk;1802.0;1866.0;Schriftsteller + Beamter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2974;5;102430640;Crusius, Balthasar;1550.0;1640.0;Pfarrer + Schriftsteller + Gymnasiallehrer + Rektor + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2976;5;119272172;Vrkljan, Irena;1930.0;2021.0;Schriftstellerin + Schauspielerin + Regisseurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2977;5;121540243;Ziegler, Christiane Mariane von;1695.0;1760.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2978;5;118753444;Stelzhamer, Franz;1802.0;1874.0;Schriftsteller + Journalist + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2979;5;117115827;Jerschke, Oskar;1861.0;1928.0;Dramatiker + Rechtsanwalt + Dramatiker + Theaterkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2980;5;11565111X;Schramm, Ingo;1962.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2981;5;11564590X;Hauptmann, Gaby;1957.0;;Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2981;5;124073921;Becker, Cornelius;1561.0;1604.0;Evangelischer Theologe + Archidiakon + Pfarrer + Hochschullehrer + Gymnasiallehrer + Kirchenlieddichter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2983;5;118545663;Hannsmann, Margarete;1921.0;2007.0;Schriftstellerin + Lyrikerin + Sammlerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2984;5;118618628;Stoltze, Friedrich;1816.0;1891.0;Schriftsteller + Journalist + Mundartschriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2985;5;118570064;Lattmann, Dieter;1926.0;2018.0;Schriftsteller + Politiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2985;5;119158965;Heilborn, Ernst;1867.0;1942.0;Schriftsteller + Theaterkritiker + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2985;5;116542020;Genée, Rudolf;1824.0;1914.0;Schriftsteller + Theaterwissenschaftler + Opernsänger + Bassist <Sänger> + Journalist + Zeichner;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2988;5;11678508X;Hevesi, Ludwig;1843.0;1910.0;Schriftsteller + Redakteur + Journalist + Schriftsteller + Kritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2989;5;117497754;Fabricius, Vincent;1612.0;1667.0;Jurist + Arzt + Bürgermeister + Diplomat + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2990;5;119321661;Schäuffelen, Konrad Balder;1929.0;2012.0;Psychiater + Arzt + Objektkünstler + Schriftsteller + Neurologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2991;5;120207907;Bisinger, Gerald;1936.0;1999.0;Lyriker + Übersetzer + Fernsehredakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2992;5;124709060;Ortner, Hermann Heinz;1895.0;1956.0;Drehbuchautor + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2993;5;108383415;Kiwus, Karin;1942.0;;Schriftstellerin + Lektorin <Verlag> + Übersetzerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2994;5;133346978;Mayr, Beda;1742.0;1794.0;Theologe + Schriftsteller + Bibliothekar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2995;5;121632970;Steinmüller, Angela;1941.0;;Schriftstellerin + Mathematikerin + Philosophin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2996;5;117435007;Woltmann, Karl Ludwig von;1770.0;1817.0;Historiker + Schriftsteller + Philologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2997;5;1042226296;Kaiser, Karl;1868.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2998;5;124365329;Mühlpfort, Heinrich;1639.0;1681.0;Schriftsteller + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2998;5;120036231;Lewin, Waldtraut;1937.0;2017.0;Schriftstellerin + Dramaturgin + Regisseurin + Drehbuchautorin + Regisseurin + Dramaturgin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3000;5;118748246;Schäferdiek, Willi;1903.0;1993.0;Schriftsteller + Redakteur + Dramaturg + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3001;5;118817604;Dörrie, Doris;1955.0;;Regisseurin + Schauspielerin + Drehbuchautorin + Autorin + Kamerafrau + Schauspielerin + Librettistin + Regisseurin + Drehbuchautorin + Kamerafrau;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3002;5;100017045;Arnold, Ignaz Ferdinand;1774.0;1812.0;Schriftsteller + Jurist + Musikwissenschaftler + Organist + Privatdozent + Rechtsanwalt + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3003;5;12240145X;Baier, Lothar;1942.0;2004.0;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3004;5;116073934;Depping, Georg Bernhard;1784.0;1853.0;Historiker + Philologe + Hochschullehrer + Publizist + Schriftsteller + Geschichtsschreiber + Historiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3005;5;116766174;Curio, Johann Karl Daniel;1754.0;1815.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3006;5;101708122;Hirschfeld, Georg;1873.0;1942.0;Schriftsteller + Dramatiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3006;5;118773283;Zur Linde, Otto;1873.0;1938.0;Schriftsteller + Journalist + Publizist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3008;5;118841122;Meichsner, Dieter;1928.0;2010.0;Dramaturg + Schriftsteller + Regisseur + Drehbuchautor + Schauspieler + Filmproduzent;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3008;5;118704893;Hillard, Gustav;1881.0;1972.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3010;5;119447134;Fritsch, Theodor;1852.0;1933.0;Schriftsteller + Verleger + Publizist + Ingenieur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3011;5;104301341;Hadewig, Johann Heinrich;1623.0;1671.0;Theologe + Prediger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3011;5;116402113;Brandes, Wilhelm;1854.0;1928.0;Philologe + Schriftsteller + Pädagoge + Schulleiter + Literarhistoriker + Publizist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3013;5;116900628;Nathusius, Marie;1817.0;1857.0;Schriftstellerin + Sozialarbeiterin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3014;5;116017538;Kahane, Arthur;1872.0;1932.0;Dramaturg + Dramatiker + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3015;5;123627591;Schnurr, Balthasar;1572.0;1644.0;Schriftsteller + Pfarrer + Kirchenlieddichter + Übersetzer + Hofprediger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3016;5;130524190;Kim, Anna;1977.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3017;5;107753537;Wohlgemuth, Joachim;1932.0;1996.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3018;5;118837664;Maus, Isaak;1748.0;1833.0;Schriftsteller + Bürgermeister;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3019;5;12465830X;Girbert, Johann;1597.0;1671.0;Gymnasiallehrer + Rektor + Philologe + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3019;5;116675136;Heinzmann, Johann Georg;1757.0;1802.0;Buchhändler + Schriftsteller + Journalist + Herausgeber;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3021;5;117609145;Müller, Otto;1816.0;1894.0;Schriftsteller + Bibliothekar + Redakteur + Schriftsteller + Bibliothekar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3022;5;117207594;Weder, Heinz;1934.0;1993.0;Schriftsteller + Buchhändler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3022;5;116830433;Fröhlich, Hans J.;1932.0;1986.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3022;5;117104477;Schanz, Julius;1828.0;1902.0;Schriftsteller + Literarhistoriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3025;5;118808680;Zweig, Max;1892.0;1992.0;Schriftsteller + Jurist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3026;5;119157322;Noll, Dieter;1927.0;2008.0;Schriftsteller + Drehbuchautor + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3027;5;118842439;Lackner, Stephan;1910.0;2000.0;Schriftsteller + Philosoph + Kunstsammler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3028;5;116868775;Gross, Ferdinand;1849.0;1900.0;Schriftsteller + Redakteur + Dramatiker + Kritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3029;5;116711027;Hennecke, Hans;1897.0;1977.0;Schriftsteller + Übersetzer + Publizist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3029;5;100817076;Consbruch, Florens Arnold;1729.0;1784.0;Schriftsteller + Jurist + Übersetzer + Bürgermeister;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3029;5;101146167;Reichenbach, Moritz;1804.0;1870.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3029;5;122675444;Mühlethaler, Hans;1930.0;2016.0;Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3033;5;100191290;Lindemayr, Maurus;1723.0;1983.0;Schriftsteller + Priester + Theologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3034;5;119392003;Sacher-Masoch, Wanda von;1845.0;1916.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3035;5;124380971X;Huggenberger, Alfred;1867.0;1960.0;Schriftsteller + Lyriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3035;5;119052040;Kusenberg, Kurt;1904.0;1983.0;Schriftsteller + Kunstkritiker + Redakteur + Drehbuchautor + Librettist + Lektor <Verlag>;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3037;5;118719793;Hadwiger, Viktor;1878.0;1911.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3038;5;119082764;Schütt, Peter;1939.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3039;5;116941359;Moszkowski, Alexander;1851.0;1934.0;Schriftsteller + Satiriker + Redakteur + Journalist + Journalist + Musikkritiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3040;5;116163127;Biedenfeld, Ferdinand von;1788.0;1862.0;Jurist + Schriftsteller + Theaterdirektor + Theaterintendant + Dramaturg + Herausgeber + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3040;5;116164174;Pfeil, Christoph Carl Ludwig von;1712.0;1784.0;Diplomat + Politiker + Schriftsteller + Kirchenlieddichter + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3042;5;118597620;Radecki, Sigismund von;1891.0;1970.0;Schriftsteller + Übersetzer + Schauspieler + Zeichner + Elektroingenieur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3042;5;119248735;Schmitz, Hermann Harry;1880.0;1913.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3042;5;11872911X;Lorm, Hieronymus;1821.0;1902.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3045;5;101239767X;Rhodius, Theodor;1575.0;1625.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3046;5;118688839;Eloesser, Arthur;1870.0;1938.0;Literaturwissenschaftler + Übersetzer + Theaterkritiker + Dramaturg + Theaterkritiker + Literarhistoriker + Literaturkritiker + Journalist + Dramaturg + Regisseur + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3047;5;1019509430;Grjasnowa, Olga;1984.0;;Schriftstellerin + Hochschullehrerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3048;5;129170453;Meister, Johann Gottlieb;1665.0;1699.0;Gymnasiallehrer + Rektor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3049;5;118800728;Krämer-Badoni, Rudolf;1913.0;1989.0;Schriftsteller + Publizist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3050;5;118160400;West, Arthur;1922.0;2000.0;Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3050;5;119512297;Arnschwanger, Johann Christoph;1625.0;1696.0;Kirchenlieddichter + Archidiakon;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3052;5;133578658;Schollak, Sigmar;1930.0;2012.0;Schriftsteller + Kinderbuchautor + Hans-Sahl-Preis + Musiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3053;5;118885693;Hakel, Hermann;1911.0;1987.0;Schriftsteller + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3054;5;116691700;Helmlé, Eugen;1927.0;2000.0;Schriftsteller + Übersetzer + Romanist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3055;5;116987367;Ziegler, Friedrich W.;1759.0;1827.0;Schriftsteller + Schauspieler + Schauspieler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3056;5;118776118;Jellinek, Oskar;1886.0;1949.0;Schriftsteller + Richter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3056;5;110700805;Stern, Adolf;1835.0;1907.0;Literarhistoriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3058;5;105306134;Dietzenschmidt, Anton;1893.0;1955.0;Schriftsteller + Dramatiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3058;5;118709046;Hatzfeld, Adolf von;1892.0;1957.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3060;5;118630571;Weissenbach, Johann Caspar;1633.0;1678.0;Schriftsteller + Dramatiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3061;5;118740792;Pfeiffer, Ida;1797.0;1858.0;Reiseschriftstellerin + Weibliche Forschungsreisende;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3062;5;120640600;Henneberg, Claus;1928.0;;Buchhändler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3062;5;119320525;Kraze, Friede Henriette;1870.0;1936.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3064;5;116499745;Rheinhardt, Emil Alphons;1889.0;1945.0;Publizist + Schriftsteller + Psychoanalytiker + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3065;5;117450944;Voss, Richard;1851.0;1918.0;Schriftsteller + Dramatiker + Bibliothekar + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3066;5;129918563;Hancke, Gottfried Benjamin;1695.0;1750.0;Rechtsanwalt + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3067;5;11874805X;Rheiner, Walter;1895.0;1925.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3068;5;118854925;Wolf, Markus;1923.0;2006.0;Spion + Funktionär + Redakteur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3069;5;100329578;Schlenkert, Friedrich Christian;1757.0;1826.0;Schriftsteller + Literarhistoriker + Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3070;5;115546456;Pfeil, Johann Gottlob Benjamin;1732.0;1800.0;Jurist + Schriftsteller + Amtmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3071;5;115627995;Mauvillon, Éléazar de;1712.0;1779.0;Schriftsteller + Romanist + Sprachlehrer + Hochschullehrer + Prediger + Sekretär + Historiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3071;5;116724722;Görner, Karl August;1806.0;1884.0;Schauspieler + Regisseur + Komponist + Theaterdirektor + Schriftsteller + Dramatiker + Regisseur + Schauspieler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3073;5;123384923;Gruber, Marianne;1944.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3074;5;172285097;Niederhauser, Rolf;1951.0;;Schriftsteller + Journalist + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3075;5;128874090;Veiras, Hans Franz;1576.0;1672.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3076;5;116263431;Kobell, Franz von;1803.0;1882.0;Mineraloge + Geologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3077;5;117445673;Wolf, Peter Philipp;1761.0;1808.0;Historiker + Schriftsteller + Buchdrucker + Verleger + Buchhändler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3078;5;100057233;Plant, Johann Traugott;1756.0;1794.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3078;5;100810357;Fridrich, Karl Julius;1756.0;1837.0;Schriftsteller + Selbstverleger + Freimaurer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3078;5;11620589X;Blümner, Rudolf;1873.0;1945.0;Dramaturg + Essayist + Schauspieler + Jurist + Regisseur + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3081;5;118783602;Meyer, Alfred Richard;1882.0;1956.0;Schriftsteller + Verleger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3082;5;118535579;Friedenthal, Richard;1896.0;1979.0;Schriftsteller + Verleger + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3083;5;104352787;Heimburg, Wilhelmine;1848.0;1912.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3084;5;118539671;Glaser, Georg K.;1910.0;1995.0;Schriftsteller + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3085;5;11701348X;Hottinger, Johann Jakob;1750.0;1819.0;Schriftsteller + Klassischer Philologe + Übersetzer + Lehrer + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3086;5;118529277;Ehrenfels, Christian von;1859.0;1932.0;Philosoph + Psychologe + Dramatiker + Hochschullehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3086;5;118681044;Dudow, Slatan;1903.0;1963.0;Filmregisseur + Filmregisseur + Regisseur + Drehbuchautor + Filmeditor + Filmregisseur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3088;5;1243785993;Landau, Lola;1892.0;1990.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3089;5;118525654;Diez, Friedrich Christian;1794.0;1876.0;Romanist + Schriftsteller + Philologe + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3089;5;118574000;Löwenstein, Hubertus zu;1906.0;1984.0;Politiker + Publizist + Journalist + Historiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3091;5;13153498X;Leitich, Ann Tizia;1896.0;1976.0;Schriftstellerin + Kunsthistorikerin + Journalistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3091;5;119559439;Stern, Horst;1922.0;2019.0;Journalist + Dokumentarfilmer + Schriftsteller + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3093;5;119498235;Wolzogen, Hans von;1848.0;1938.0;Kunsthistoriker + Musikschriftsteller + Redakteur + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3094;5;104355034;Hoffmann, Leopold Alois;1760.0;1806.0;Schriftsteller + Hochschullehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
3094;5;118691643;Flayder, Friedrich Hermann;1596.0;1640.0;Philologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
