GND;VDBO_source;author_full;author_simple;length
118761927;Killy_10;Schroers, Rolf (Bernhard), auch: Georg Plaaten, Guido Polino, Bernhard Girmes, Z. O. Gellmann;Schroers, Rolf;428.0
11982521X;Killy_10;Schröter, Adam;Schröter, Adam;1151.0
100400930;Killy_10;Schrot, Schrott, Martin (Michael);Schrot, Martin;486.0
11936039X;Killy_10;Schrott, Raoul;Schrott, Raoul;1320.0
118610953;Killy_10;Schubart, Christian (Friedrich Daniel);Schubart, Christian Friedrich Daniel;1769.0
10125198X;Killy_10;Schubart, Tobias Heinrich;Schubart, Tobias Heinrich;245.0
129442321;Killy_10;Schubert, Dieter;Schubert, Dieter;335.0
118610937;Killy_10;Schubert, Gotthilf Heinrich von (seit 1853);Schubert, Gotthilf Heinrich von;1410.0
120918552;Killy_10;Schubert, Helga;Schubert, Helga;805.0
119522535;Killy_10;Schubiger, Jürg;Schubiger, Jürg;446.0
117116955;Killy_10;Schubin, Ossip, eigentl.: Lola (Aloisia) Kirschner;Schubin, Ossip;298.0
121403459;Killy_10;Schuder, Rosemarie;Schuder, Rosemarie;473.0
119050722;Killy_10;Schübel, Theodor;Schübel, Theodor;223.0
118762109;Killy_10;Schücking, (Christoph Bernhard) Levin;Schücking, Levin;1018.0
;Killy_10;;‘Schüler von Paris’;483.0
134758870;Killy_10;Schünemann, Peter;Schünemann, Peter;429.0
132758172;Killy_10;Schürrer, Hermann;Schürrer, Hermann;528.0
119082764;Killy_10;Schütt, Peter;Schütt, Peter;458.0
120163748;Killy_10;Schütz, Friedrich Wilhelm von;Schütz, Friedrich Wilhelm von;448.0
121073726;Killy_10;Schütz, Helga;Schütz, Helga;832.0
119013517;Killy_10;Schütz, Stefan;Schütz, Stefan;739.0
118762176;Killy_10;Schütz, (Christian) Wilhelm von (seit 1803), auch: Schütz-Lacrimas;Schütz, Wilhelm von;547.0
104158735;Killy_10;Schütze, Johann Friedrich, auch: Jäger;Schütze, Johann Friedrich;435.0
119244616;Killy_10;Schütze, (Johann) Stephan;Schütze, Stephan;759.0
128967803;Killy_10;Schuldt, eigentl.: Herbert S.;Schuldt, Herbert;810.0
;Killy_10;Die Schule der Ehre;'Die Schule der Ehre';444.0
;Killy_10;Schule der Minne;'Schule der Minne';395.0
11716044X;Killy_10;Schulenburg, (Gebhard) Werner von der;Schulenburg, Werner von der;659.0
118611291;Killy_10;Schuler, Alfred;Schuler, Alfred;1245.0
118762230;Killy_10;Schullern, Heinrich Ritter von;Schullern, Heinrich von;304.0
101272413;Killy_10;Schulmeister von Esslingen;Schulmeister von Eßlingen;463.0
1151957577;Killy_10;Schulte, Michael;Schulte, Michael;653.0
11876229X;Killy_10;Schultz, Franz Albert;Schultz, Franz Albert;985.0
123749212;Killy_10;Schulz, Frank;Schulz, Frank;1050.0
1108817297;Killy_10;Schulz, (Joachim Christian) Friedrich;Schulz, Friedrich;1064.0
115359788;Killy_10;Schulz, Helmut H(ermann);Schulz, Helmut H.;483.0
11861147X;Killy_10;Schulz, Max Walter;Schulz, Max Walter;506.0
118611496;Killy_10;Schulz, Wilhelm (Friedrich);Schulz, Wilhelm;492.0
1041968094;Killy_10;Schulze, Axel;Schulze, Axel;525.0
11899848X;Killy_10;Schulze, Ernst (Konrad Friedrich);Schulze, Ernst;951.0
120526107;Killy_10;Schulze, Ingo;Schulze, Ingo;991.0
11894472X;Killy_10;Schumacher, Hans;Schumacher, Hans;416.0
118611658;Killy_10;Schumann, Gerhard;Schumann, Gerhard;561.0
118611666;Killy_10;Schumann, Robert;Schumann, Robert;969.0
129642142;Killy_10;Schumann, Valentin;Schumann, Valentin;479.0
117303569;Killy_10;Schumann, Werner, auch: W. Muscholdini;Schumann, Werner;243.0
118762648;Killy_10;Schummel, Johann Gottlieb;Schummel, Johann Gottlieb;1222.0
118762672;Killy_10;Schupp, Schuppius, Johann Balthasar, auch: Ambrosius Mellilambius, Antenor, Ehrenhold, Philander;Schupp, Johann Balthasar;2195.0
118611712;Killy_10;Schurek, Paul;Schurek, Paul;386.0
119095548;Killy_10;Schurman, Anna Maria van;Schurman, Anna Maria van;436.0
117316369;Killy_10;Schurtzfleisch, Konrad Samuel, auch: Eubulus Theosdatus Sarckmasius, Labro a Verasio, Huno ab Hunenfeld, Farrerius (Xaverius) Paranus;Schurtzfleisch, Konrad Samuel;1026.0
117316261;Killy_10;Schurz, Anton Xaver;Schurz, Anton Xaver;247.0
118611720;Killy_10;Schurz, Carl (Christian);Schurz, Carl;643.0
1243900180;Killy_10;Schuselka, Franz;Schuselka, Franz;577.0
118762710;Killy_10;Schussen, Wilhelm, eigentl.: W. Frick;Schussen, Wilhelm;296.0
1043730095;Killy_10;Schuster, Emil;Schuster, Emil;624.0
129493570;Killy_10;Schuster, Sibylla, geb. Neithard;Schuster, Sibylla;309.0
119362252;Killy_10;Schutting, Julian, vormals Jutta;Schutting, Julian/Jutta;1039.0
118762745;Killy_10;Schwab, Gustav (Benjamin);Schwab, Gustav;1184.0
119355221;Killy_10;Schwab, Werner;Schwab, Werner;1086.0
1069940704;Killy_10;Schwabe von der Heide, Ernst;Schwabe von der Heide, Ernst;459.0
118795651;Killy_10;Schwabe, Johann Joachim;Schwabe, Johann Joachim;455.0
;Killy_10;;‘Schwabenspiegel’;1554.0
1029704988;Killy_10;Schwachhofer, René;Schwachhofer, René;513.0
;Killy_10;Schwäbisches Weihnachtsspiel;'Schwäbisches Weihnachtsspiel';456.0
117334189;Killy_10;Schwager, Johann Moritz;Schwager, Johann Moritz;549.0
119368994;Killy_10;Schwaiger, Brigitte, auch: Eva Quidenius;Schwaiger, Brigitte;878.0
119010860;Killy_10;Schwan, Christian Friedrich;Schwan, Christian Friedrich;506.0
115451544;Killy_10;Schwanitz, Dietrich;Schwanitz, Dietrich;668.0
118795724;Killy_10;Schwarz, Friedrich Heinrich Christian;Schwarz, Friedrich Heinrich Christian;764.0
117366714;Killy_10;Schwarz, Georg;Schwarz, Georg;423.0
118611941;Killy_10;Schwarz, Hans;Schwarz, Hans;360.0
118762974;Killy_10;Schwarz, Sibylla;Schwarz, Sibylle;682.0
117367893;Killy_10;Schwarz, Schwartz, (Agnes) Sophie, geb. Becker;Schwarz, Sophie;489.0
118973940;Killy_10;Schwarz-Gardos, Alice;Schwarz-Gardos, Alice;311.0
11893838X;Killy_10;Schwarze, Hans Dieter, auch: Job. D. Alter;Schwarze, Hans Dieter;449.0
118997718;Killy_10;Schwarzenbach, (Mina Renée) Annemarie;Schwarzenbach, Annemarie;1601.0
11941144X;Killy_10;Schwarzenberg, Friedrich Fürst zu;Schwarzenberg, Friedrich zu;424.0
118795759;Killy_10;Schwarzenberg, Johann Frhr. von;Schwarzenberg, Johann von;431.0
174300468;Killy_10;Schwarzkogler, Rudolf (Eberhard);Schwarzkogler, Rudolf;477.0
117388335;Killy_10;Schwarzkopf, Nikolaus;Schwarzkopf, Nikolaus;270.0
118612093;Killy_10;Schwarzschild, Leopold;Schwarzschild, Leopold;502.0
108011801;Killy_10;Schwarzwälder Prediger;Schwarzwälder Prediger;416.0
11954489X;Killy_10;Schwedhelm, Karl;Schwedhelm, Karl;337.0
117653713;Killy_10;Schwedler, Johann Christoph;Schwedler, Johann Christoph;478.0
117397032;Killy_10;Schweichel, (Georg Julius) Robert, auch: Heinrich Friedemann;Schweichel, Robert;331.0
107872641;Killy_10;Schweickert, Walter Karl;Schweickert, Walter Karl;356.0
1243891653;Killy_10;Schweikart, Hans, auch: Ole Stefani;Schweikart, Hans;352.0
120457504;Killy_10;Schweikert, Ruth;Schweikert, Ruth;597.0
118760041;Killy_10;Schweinfurth, Georg (August);Schweinfurth, Georg;536.0
11876005X;Killy_10;Schweinichen, Hans von;Schweinichen, Hans von;604.0
12348796X;Killy_10;Schweinitz, David von;Schweinitz, David von;511.0
11861214X;Killy_10;Schweitzer, (Ludwig Philipp) Albert;Schweitzer, Albert;1077.0
118760092;Killy_10;Schweitzer, Johann (Jean) Baptist von;Schweitzer, Johann Baptist von;357.0
103130276;Killy_10;Schweizer Anonymus;Schweizer Anonymus;462.0
118612190;Killy_10;Schwenckfeld von Ossig, Caspar, Kaspar, auch: Eliander, Caspar Greysenecker (Gryseneggerus), C. Dinopesius, J. Dinopedius von Greiseneck, Konrad Bleckschaff;Schwenckfeld von Ossig, Caspar;2277.0
118760130;Killy_10;Schwendi, Lazarus von, Freiherr von Hohenlandsberg (seit 1568);Schwendi, Lazarus von, Freiherr von Hohenlandsberg;1223.0
122504259;Killy_10;Schwendter, Rolf, eigentl.: Rudolf Scheßwendter;Schwendter, Rolf;529.0
117417904;Killy_10;Schwenter, Daniel;Schwenter, Daniel;722.0
123124352;Killy_10;Schwerdtfeger, Malin;Schwerdtfeger, Malin;321.0
117430641;Killy_10;Schwiefert, Fritz;Schwiefert, Fritz;303.0
118795791;Killy_10;Schwieger, Jacob;Schwieger, Jacob;550.0
118612271;Killy_10;Schwind, Moritz von (Ritter seit 1855);Schwind, Moritz von;620.0
118612301;Killy_10;Schwitters, Kurt (Curt Hermann Eduard Carl Julius);Schwitters, Kurt;1770.0
11861231X;Killy_10;Schwitzke, Heinz;Schwitzke, Heinz;329.0
;Killy_10;;‘Scopf von dem lône’;290.0
118612433;Killy_10;Scriver, Christian;Scriver, Christian;1085.0
118760289;Killy_10;Scultetus, Abraham;Scultetus, Abraham;1887.0
11861245X;Killy_10;Scultetus, Andreas, eigentl.: A. Schol(t)z, Schultz;Scultetus, Andreas;492.0
11745446X;Killy_10;Scultetus, Bartholomäus;Scultetus, Bartholomäus;712.0
102835101;Killy_10;Scultetus, Johannes, auch: J. S. Montanus, J. Montanus, Trimontanus;Scultetus, Johannes;415.0
118869027;Killy_10;Scultetus, Johannes, eigentl.: Johannes Schultheiß d. Ä.;Scultetus, Johannes.;470.0
119828596;Killy_10;Scultetus, Tobias (1608 geadelt als Tobias von Schwanensee und Bregoschitz);Scultetus, Tobias;886.0
1070181080;Killy_10;Sealsfield, Charles, auch: Carl Moritz Zeilfels, C. Sidons, eigtenl.: Carolus Magnus Postl;Sealsfield, Charles;2405.0
119310007;Killy_10;Sebald, W. G., eigentl.: Winfried Georg Maximilian S.;Sebald, W. G.;1366.0
118953028;Killy_10;Sebestyén, György;Sebestyén, György;636.0
117459003;Killy_10;Sebitz, Sebisch, Sebizius, Melchior, d. Ä.;Sebitz, Sebisch, Sebizius, Melchior, d. Ä.;546.0
117459062;Killy_10;Sebrecht, Friedrich;Sebrecht, Friedrich;242.0
100272053;Killy_10;Seckendorf(-Aberdar), (Franz Karl) Leo(pold) Frhr. von;Seckendorf, Leopold von;386.0
117462535;Killy_10;Seckendorff, Seckendorf, Gustav Anton Frhr. von, auch: Patrik Peale;Seckendorff, Gustav Anton von;371.0
120713039;Killy_10;Seckendorff(-Aberdar), (Karl Friedrich) Siegmund Freiherr von;Seckendorff, Karl Siegmund von;372.0
118760343;Killy_10;Seckendorff, Veit Ludwig von;Seckendorff, Veit Ludwig von;1969.0
119828944;Killy_10;Seckerwitz, Johannes;Seckerwitz, Johannes;349.0
118612557;Killy_10;Sedlmayr, Hans;Sedlmayr, Hans;584.0
134223934;Killy_10;Seeger, Bernhard;Seeger, Bernhard;289.0
119209802;Killy_10;Seeger, Ludwig (Wilhelm Friedrich), auch: L. S. Rubens;Seeger, Ludwig;429.0
;Killy_10;;‘Der Seele Kranz’;324.0
11744443X;Killy_10;Seelen, Johann Heinrich von;Seelen, Johann Heinrich von;523.0
;Killy_10;;‘Der Seelen Wurzgarten’;297.0
;Killy_10;;‘Der Große Seelentrost’;909.0
117444480;Killy_10;Seeler, Moritz (Moriz);Seeler, Moriz;374.0
118612670;Killy_10;Seelig, Carl;Seelig, Carl;302.0
119145685;Killy_10;Seeliger, Ewald Gerhard (Hartmann), auch: Ewger Seeliger (Menschheit);Seeliger, Ewald Gerhard;493.0
119033348;Killy_10;Seemann, Margarete, auch: Margmann;Seemann, Margarete;262.0
118612689;Killy_10;Seewald, Richard (Josef Michael);Seewald, Richard;515.0
1018618406;Killy_10;Segesser von Brunegg, Philipp Anton;Segesser von Brunegg, Philipp Anton;445.0
118612743;Killy_10;Seghers, Anna, eigentl.: Netty Reiling, verh. Radványi;Seghers, Anna;2213.0
128700106;Killy_10;Seidel, Bruno;Seidel, Bruno;360.0
121865002;Killy_10;Seidel, Georg;Seidel, Georg;607.0
1089624999;Killy_10;Seidel, Heinrich;Seidel, Heinrich;653.0
118760602;Killy_10;Seidel, Heinrich Wolfgang;Seidel, Heinrich Wolfgang;462.0
118760629;Killy_10;Seidel, Ina;Seidel, Ina;1226.0
140594701;Killy_10;Seidel, Karl August Gottlieb;Seidel, Karl August Gottlieb;348.0
119037742;Killy_10;Seidel, Willy;Seidel, Willy;425.0
120336618;Killy_10;Seidemann, Maria;Seidemann, Maria;557.0
189498056;Killy_10;Seidenfaden, Theodor;Seidenfaden, Theodor;355.0
1170928765;Killy_10;Seidl, Florian;Seidl, Florian;330.0
117464392;Killy_10;Seidl, Johann Gabriel, auch: Meta Communis u. a.;Seidl, Johann Gabriel;410.0
117464546;Killy_10;Seidl, Walter;Seidl, Walter;359.0
118760653;Killy_10;Seidler, Louise (Caroline Sophie);Seidler, Louise;458.0
122500156;Killy_10;Seidlhofer, Waltraud;Seidlhofer, Waltraud;545.0
104127406;Killy_10;Seiffart, Daniel;Seiffart, Daniel;289.0
120085895;Killy_10;Seifrit;Seifrit;782.0
120651106;Killy_10;Seiler, Lutz;Seiler, Lutz;551.0
1128407922;Killy_10;Seitz, Seytz, Sitz, Sytz, Alexander;Seitz, Alexander;680.0
12797735X;Killy_10;Seivert, Seiwert, Gustav (Gottlieb);Seivert, Gustav;292.0
;Killy_10;Sekte der Minner;'Sekte der Minner';382.0
118612999;Killy_10;Selbmann, Fritz;Selbmann, Fritz;565.0
118897322;Killy_10;Selhamer, Christoph;Selhamer, Christoph;569.0
115833692;Killy_10;Seligmann, Rafael;Seligmann, Rafael;1001.0
104226855X;Killy_10;Selinger, Natascha;Selinger, Natascha;244.0
124132855;Killy_10;Selinko, Annemarie;Selinko, Annemarie;311.0
120042193;Killy_10;Sell, Hans Joachim;Sell, Hans Joachim;434.0
119829738;Killy_10;Selle, Thomas;Selle, Thomas;601.0
118613073;Killy_10;Selnecker, Nikolaus;Selnecker, Nikolaus;876.0
142262595;Killy_10;Semler, Christoph;Semler, Christoph;647.0
118764470;Killy_10;Semler, Johann Salomo;Semler, Johann Salomo;1151.0
117469769;Killy_10;Semmer, Gerd, auch: Moritz Messer;Semmer, Gerd;305.0
118847007;Killy_10;Semmig, Herman;Semmig, Herman;377.0
;Killy_10;;‘Sempach, Schlacht bei’;555.0
118613154;Killy_10;Semper, Gottfried;Semper, Gottfried;826.0
117470171;Killy_10;Sendelbach, Hermann Josef;Sendelbach, Hermann Josef;258.0
118613251;Killy_10;Senger, Valentin, auch: Valentin Rabis;Senger, Valentin;525.0
143251872;Killy_10;Senitz, Elisabeth von, auch: Celinde;Senitz, Elisabeth von;343.0
107466015;Killy_10;Senn, (Hans) Jakob, auch: Ernst bzw. August Vonthal, Häiri Häichä Häiggels Häier;Senn, Jakob;332.0
11765681X;Killy_10;Senn, Johann Chrysostomus;Senn, Johann Chrysostomus;381.0
117478091;Killy_10;Sennert, Daniel;Sennert, Daniel;735.0
120810964;Killy_10;Şenocak, Zafer;Senocak, Zafer;875.0
118764764;Killy_10;Serner, Walter (Eduard), eigentl.: W. Seligmann;Serner, Walter;1253.0
120090872;Killy_10;Setzwein, Bernhard;Setzwein, Bernhard;1021.0
118613480;Killy_10;Seume, Johann Gottfried;Seume, Johann Gottfried;1301.0
121887561;Killy_10;Seuren, Günter;Seuren, Günter;857.0
118613510;Killy_10;Seuse, Heinrich, auch: Sús, der Susze, latinisiert: Henricus Suso, Pseudonym: fr. Amandus;Seuse, Heinrich;2270.0
130116963;Killy_10;Seusse, Seuss, Seiss, Johannes, latinisiert: Seussius;Seusse, Johannes;494.0
11747505X;Killy_10;Sexau, Richard;Sexau, Richard;241.0
117475165;Killy_10;Seybold, David Christoph;Seybold, David Christoph;1265.0
128598727;Killy_10;Seybold, Johann Georg;Seybold, Johann Georg;583.0
128683597;Killy_10;Seyffahrt, Seyf(f)art, Seyffardt, Karl, Car(o)l;Seyffahrt, Karl;330.0
116720964;Killy_10;Seyler, Sophie Friederike, geb. Sparmann, verh. Hensel;Seyler, Friederike Sophie;325.0
118613669;Killy_10;Seyppel, Joachim;Seyppel, Joachim;641.0
129069957;Killy_11;Siber, Siberus, Adam;Siber, Adam;710.0
100965229;Killy_11;Sibote;Sibote;496.0
117465526;Killy_11;Sibutus, Georg Daripinus (vielleicht zu griech. δέρειν – häuten, roden? u. lat. pinus, auf Tannroda/Thüringen weisend);Sibutus, Georgius;679.0
120270145;Killy_11;Sibylle Ursula, Herzogin von Holstein-Glücksburg, geb. Herzogin von Braunschweig-Lüneburg;Sibylle Ursula, Herzogin von Holstein-Glücksburg;431.0
124799825;Killy_11;Siderocrates, Samuel, eigentl.: Eisenmenger, auch: Isenmenger;Siderocrates, Samuel;1005.0
;Killy_11;;‘Sieben weise Meister’;690.0
118828460;Killy_11;Siebenpfeiffer, Philipp Jakob;Siebenpfeiffer, Philipp Jakob;1323.0
;Killy_11;;‘Von der Siebenzahl’ (auch: ‘De septem sigillis’);384.0
124893511;Killy_11;Sieber, Justus;Sieber, Justus;526.0
118613960;Killy_11;Siebold, Philipp Franz (Jonkheer) von (seit 1842);Siebold, Philipp Franz von;470.0
118765191;Killy_11;Sieburg, Friedrich (Karl Maria);Sieburg, Friedrich;930.0
12867749X;Killy_11;Siede, Johann Christian;Siede, Johann Christian;381.0
118613987;Killy_11;Siefkes, Wilhelmine, auch: Wilmke Anners;Siefkes, Wilhelmine;300.0
103130381;Killy_11;Siegfried der Dörfer Mitteldeutscher;Siegfried der Dörfer;424.0
11736438X;Killy_11;Siegfried, Walther;Siegfried, Walther;442.0
119369265;Killy_11;Siegmund, Justina, geb. Dietrich;Siegmund, Justina;510.0
128354992;Killy_11;Sielaff, Volker;Sielaff, Volker;336.0
1029754632;Killy_11;Siemsen, Hans, auch: Pfarrer Silesius;Siemsen, Hans;520.0
119118300;Killy_11;Sievers, Georg Ludwig Peter;Sievers, Georg Ludwig Peter;453.0
118614150;Killy_11;Sigeher;Sigeher;392.0
117376663;Killy_11;Sigel, Kurt, auch: René Legis, Hazie Schiefer;Sigel, Kurt;356.0
;Killy_11;;‘Sigenot’;553.0
11738464X;Killy_11;Silberstein, August (Karl);Silberstein, August;345.0
119832216;Killy_11;Simler, Symler, Georg;Simler, Georg;488.0
119151693;Killy_11;Simler, Johann Wilhelm;Simler, Johann Wilhelm;495.0
11879728X;Killy_11;Simler, Simmler, Josias;Simler, Josias;669.0
118614436;Killy_11;Simmel, (Friedrich Eduard) Georg;Simmel, Georg;1023.0
118614444;Killy_11;Simmel, Johannes Mario, auch: Michael Mohr;Simmel, Johannes Mario;601.0
122812484;Killy_11;Simmen, Andrea;Simmen, Andrea;363.0
118580884;Killy_11;Simons, Menno;Simons, Menno;980.0
118797379;Killy_11;Simpson, William von;Simpson, William von;287.0
118614576;Killy_11;Simrock, Karl (Joseph);Simrock, Karl;1148.0
118614622;Killy_11;Sinclair, Isaak von, auch: Crisalin;Sinclair, Isaak von;472.0
13406514X;Killy_11;Singer, Irma, eigentl.: I. Mirjam Berkowitsch;Singer, Irma;309.0
118797425;Killy_11;Sinold gen. von Schütz, Philipp Balthasar, auch: Ludwig Ernst von Faramond, Faramund (Mitgliedsname der Fruchtbringenden Gesellschaft), Amadeus Creutzberg, Irenicus Ehrenkron, Constantinus von Wahrenberg;Sinold, Philipp Balthasar;1433.0
117403148;Killy_11;Sinsheimer, Hermann;Sinsheimer, Hermann;339.0
117416053;Killy_11;Sintenis, Christian Friedrich;Sintenis, Christian Friedrich;370.0
117418528;Killy_11;Sittenberger, Hans;Sittenberger, Hans;291.0
128896124;Killy_11;Sivers, He(i)nrich Jakob;Sivers, Heinrich Jakob;494.0
11742482X;Killy_11;Skowronnek, Richard;Skowronnek, Richard;291.0
121522709;Killy_11;Skwara, Erich Wolfgang;Skwara, Erich Wolfgang;781.0
109007085;Killy_11;Slang, Fritz, eigentl.: Fritz Hampel, auch: Halep, Friha;Slang, Fritz;181.0
118748440;Killy_11;Sleidanus, Johannes, eigentl.: Johannes Philippi, auch: Baptista Lasdenus;Sleidanus, Johannes;557.0
107857189;Killy_11;Sling, eigentl.: Paul Felix Schlesinger;Sling;364.0
118825968;Killy_11;Sloterdijk, Peter;Sloterdijk, Peter;1449.0
121778339;Killy_11;Smetius a Leda, Henricus, eigentl.: de Smet;Smetius a Leda, Henricus;638.0
118888722;Killy_11;Smets, (Philipp Karl Joseph Anton Johann) Wilhelm, auch: Lenz von Prag, Theobald, Justus Walther, Wilhelm von Reval;Smets, Wilhelm;780.0
1022754777;Killy_11;Smidt, Heinrich, auch: S. von Altona;Smidt, Heinrich;458.0
118797786;Killy_11;Snell, Bruno;Snell, Bruno;616.0
118852027;Killy_11;Soden, (Friedrich) Julius (Heinrich) von;Soden, Julius von;735.0
117451169;Killy_11;Söhle, Karl;Söhle, Karl;315.0
115768734;Killy_11;Söllner, Werner;Söllner, Werner;642.0
118805193;Killy_11;Soemmerring, Sömmerring, Sömering, Samuel Thomas von (seit 1808);Soemmerring, Samuel Thomas von;1075.0
;Killy_11;Soester Fehde, 1444-1449;Soester Fehde;733.0
118797913;Killy_11;Sohnrey, Heinrich;Sohnrey, Heinrich;548.0
103507429X;Killy_11;Soik, Helmut Maria, eigentl.: Hellmuth Robert S., auch: Thomas Michael Malan;Soik, Helmut Maria;316.0
118748785;Killy_11;Solger, Karl Wilhelm Ferdinand;Solger, Karl Wilhelm Ferdinand;1123.0
118748793;Killy_11;Solitaire, M., eigentl.: Woldemar Nürnberger, auch: Hilarius Bierfreund;Solitaire, M.;514.0
117475629;Killy_11;Soltau, Dietrich Wilhelm;Soltau, Dietrich Wilhelm;552.0
118751433;Killy_11;Sombart, Werner;Sombart, Werner;725.0
117213527;Killy_11;Sommer, Elise, geb. Brandenburg;Sommer, Elise;369.0
118615483;Killy_11;Sommer, Ernst, auch: Erich Simm, Max Morse;Sommer, Ernst;613.0
1049617363;Killy_11;Sommer, Harald;Sommer, Harald;340.0
104077816;Killy_11;Sommer, Johannes;Sommer, Johannes;513.0
104077808;Killy_11;Sommer, Johannes, auch: Huldrichus Therander, J. Olorinus Variscus;Sommer, Johannes;553.0
118615505;Killy_11;Sommer, Sigi, eigentl.: Siegfried S., auch: Blasius;Sommer, Sigi;430.0
117751944;Killy_11;Soner, Ernst, auch: Philetus;Soner, Ernst, auch: Philetus;809.0
117507857;Killy_11;Sonnenberg, Franz Anton Joseph Ignaz Maria Frhr. von;Sonnenberg, Franz Anton Joseph Ignaz Maria von;342.0
118615610;Killy_11;Sonnenfels, Joseph von;Sonnenfels, Joseph von;1314.0
119460416;Killy_11;Sonnenschein, Hugo, auch: Sonka;Sonnenschein, Hugo;597.0
118188860;Killy_11;Sonner, Franz-Maria;Sonner, Franz-Maria;572.0
101263503;Killy_11;Sophie Eleonore von Brauschweig-Bevern;Sophie Eleonore von Brauschweig-Bevern;528.0
119057379;Killy_11;Sophie Elisabeth, Herzogin von Braunschweig-Lüneburg, auch: die Befreyende (Fruchtbringende Gesellschaft), geb. Herzogin von Mecklenburg-Güstrow;Sophie Elisabeth, Herzogin von Braunschweig-Lüneburg;987.0
118798065;Killy_11;Sorge, Reinhard Johannes;Sorge, Reinhard Johannes;811.0
123731879;Killy_11;Soria, Corinna (Pseudonym, Klarname nicht bekannt);Soria, Corinna;453.0
118615769;Killy_11;Souchy, Augustin, eigentl.: Suchi;Souchy, Augustin;649.0
119073218;Killy_11;Soumagne, Ludwig;Soumagne, Ludwig;363.0
121067874;Killy_11;Sous, Dietmar;Sous, Dietmar;665.0
118822896;Killy_11;Soyfer, Jura;Soyfer, Jura;1026.0
11912162X;Killy_11;Soyka, Otto;Soyka, Otto;615.0
119137062;Killy_11;Späth, Gerold;Späth, Gerold;1789.0
118798170;Killy_11;Spalatin, Georg, eigentl.: G. Burckhardt;Spalatin, Georg;808.0
118751719;Killy_11;Spalding, Johann Joachim;Spalding, Johann Joachim;800.0
119879727;Killy_11;Span (seit 1558, von Kaiser Ferdinand I. geadelt, mit dem Namenszusatz: von Spanau), Laurentius (Lorenz);Span, Laurentius;649.0
118751735;Killy_11;Spangenberg, August Gottlieb;Spangenberg, August Gottlieb;444.0
119369958;Killy_11;Spangenberg, Cyriakus;Spangenberg, Cyriakus;1337.0
123624878;Killy_11;Spangenberg, Johann;Spangenberg, Johann;799.0
119066947;Killy_11;Spangenberg, Wolfhart, auch: Lycostenes Psellionoros Andropediacus, Adolph Rose von Creutzheim;Spangenberg, Wolfhart;1115.0
118615890;Killy_11;Spanheim, Ezechiel Frh. von, Ezechielius Spanhemius;Spanheim, Ezechiel Frh. von;2261.0
117648914;Killy_11;Spanheim, Friedrich d. Ä.;Spanheim, Friedrich d. Ä.;845.0
117480967;Killy_11;Spanheim, Friedrich d. J.;Spanheim, Friedrich d. J.;874.0
115640290;Killy_11;Sparschuh, Jens;Sparschuh, Jens;1091.0
117481718;Killy_11;Spazier, Johann Gottlieb Karl;Spazier, Johann Gottlieb Karl;486.0
1201244463;Killy_11;Specht, Kerstin;Specht, Kerstin;654.0
171037618;Killy_11;Specht, Richard;Specht, Richard;327.0
117482307;Killy_11;Speckmann, Diedrich Wilhelm Gotthilf;Speckmann, Diedrich Wilhelm Gotthilf;294.0
;Killy_11;;‘Speculum ecclesiae’;471.0
;Killy_11;;‘Speculum humanae salvationis’;764.0
11861598X;Killy_11;Spee, Friedrich, Fridericus, eigentl.: F. Spe(e) von Langenfeld, auch: Incertus Theologus Orthodoxus, Incertus Theologus Romanus;Spee, Friedrich;3049.0
118616005;Killy_11;Speer, Georg Daniel;Speer, Georg Daniel;884.0
117482684;Killy_11;Speidel, (Johann Georg) Ludwig;Speidel, Ludwig;460.0
1049207335;Killy_11;Spelsberg, Dirk;Spelsberg, Dirk;763.0
118616099;Killy_11;Spener, Philipp Jacob, auch: S. M. E. F. (Senior Ministrii Evangelici Francofurtensis);Spener, Philipp Jacob;2232.0
118751867;Killy_11;Spengler, Lazarus;Spengler, Lazarus;889.0
118616110;Killy_11;Spengler, Oswald (Arnold Gottfried);Spengler, Oswald;1493.0
120038781;Killy_11;Spengler, Tilman;Spengler, Tilman;687.0
118751875;Killy_11;Speratus, Paul, eigentl.: P. Hoffer oder Offer;Speratus, Paul;719.0
;Killy_11;;‘Der Sperber’;479.0
118616145;Killy_11;Sperber, Manès, auch: Jan Heger, N. A. Menlos;Sperber, Manès;1137.0
118868918;Killy_11;Sperl, August (Karl Alexander);Sperl, August;333.0
119151839;Killy_11;Sperr, Martin;Sperr, Martin;598.0
1089429967;Killy_11;Sperr, (Anna Johanna) Monika, geb. Koegler;Sperr, Monika;273.0
1089857586;Killy_11;Spervogel / [Herger] / Der Junge Spervogel;Herger;1088.0
13239359X;Killy_11;Speyer, Wilhelm;Speyer, Wilhelm;809.0
128380500;Killy_11;Spiegel, Jakob;Spiegel, Jakob;548.0
;Killy_11;Der Spiegel / Spiegel und Igel (Der Spiegel mit dem Pech);'Der Spiegel / Spiegel und Igel (Der Spiegel mit dem Pech)';447.0
;Killy_11;Spiegel der Laien;'Spiegel der Laien';1222.0
118751980;Killy_11;Spiel, Hilde (Maria Eva), auch: Grace Hanshaw, Jean Lenoir;Spiel, Hilde;856.0
;Killy_11;;‘Spiele von Rumpold und Mareth’;548.0
118616196;Killy_11;Spielhagen, Friedrich;Spielhagen, Friedrich;1442.0
117490067;Killy_11;Spiero, Heinrich;Spiero, Heinrich;334.0
