DNB_dataset,title,UB,year,GND_person,person,GND_author,author,sachgruppen
920373054,Das Gilgamesch-Epos / übers. und mit Anm. versehen von Albert Schott. Neu hrsg. von Wolfram von Soden,UB 7235,1992.0,105524050,"Soden, Wolfram von (Herausgeber)",,,59 Belletristik
930243889,Das Gespenst von Canterville : eine hylo-idealistische Romanze / Oscar Wilde. Aus dem Engl. übertr. von Ernst Sander,UB 6817,1992.0,118632779 + 118605372,"Wilde, Oscar (Verfasser) + Sander, Ernst (Übersetzer)",118632779,"Wilde, Oscar ",820 Englische Literatur + B Belletristik
930276116,Das Gastmahl oder von der Liebe / Platon. Übertr. und eingeleitet von Kurt Hildebrandt,UB 927,1992.0,118594893 + 118550969,"Plato (Verfasser) + Hildebrandt, Kurt (Übersetzer)",118594893,Plato ,10 Philosophie
920580327,Das Bildnis des Dorian Gray / Oscar Wilde. Übers. und Anm. von Ingrid Rein. Nachw. von Ulrich Horstmann,UB 5008,1992.0,118632779 + 110746198,"Wilde, Oscar (Verfasser) + Rein, Ingrid (Übersetzer)",118632779,"Wilde, Oscar ",59 Belletristik
930107578,Das Amulett : Novelle / Conrad Ferdinand Meyer,UB 6943,1992.0,118581775,"Meyer, Conrad Ferdinand (Verfasser)",118581775,"Meyer, Conrad Ferdinand ",59 Belletristik
920806716,Das Alltagsleben in Holland zur Zeit Rembrandts / Paul Zumthor. Aus dem Franz. übers. von Kerstin Henning. [Mit 8 Reprod. von Grafiken Rembrandts],UB 1434,1992.0,118992945,"Zumthor, Paul (Verfasser)",118992945,"Zumthor, Paul ",64 Sozialgeschichte + 63 Geschichte und Historische Hilfswissenschaften + 46 Bildende Kunst
930240987,"Das ABC der Musik : Grundbegriffe, Harmonik, Formen, Instrumente / Imogen Holst. Mit einem Vorw. von Benjamin Britten. Aus dem Engl. übers. von Meinhard Saremba",UB 8806,1992.0,118863754,"Holst, Imogen (Verfasser)",118863754,"Holst, Imogen ",48 Musik
920415040,"Dada Zürich : Texte, Manifeste, Dokumente / hrsg. von Karl Riha und Waltraud Wende-Hohenberger",UB 8650,1992.0,11927745X,"Riha, Karl (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft
920603645,Cyrano von Bergerac : romantische Komödie in fünf Aufzügen / Edmond Rostand. Übers. von Ludwig Fulda. Nachw. von Ralf Steyer,UB 8595,1992.0,118791281,"Rostand, Edmond (Verfasser)",118791281,"Rostand, Edmond ",59 Belletristik
930391209,Cyrano von Bergerac : romantische Komödie in fünf Aufzügen / Edmond Rostand. Übers. von Ludwig Fulda. Nachw. von Ralf Steyer,UB 8595,1992.0,118791281,"Rostand, Edmond (Verfasser)",118791281,"Rostand, Edmond ",59 Belletristik
920829546,Così fan tutte : KV 588 ; Così fan tutte o sia la scuola degli amanti ; dramma giocoso in due atti ; Textbuch italienisch-deutsch / Wolfgang Amadeus Mozart. Libretto von Lorenzo DaPonte. Übers. und Nachw. von Dietrich Klose,UB 8685,1992.0,118584596 + 118678841,"Mozart, Wolfgang Amadeus (Verfasser)",118584596,"Mozart, Wolfgang Amadeus ",48 Musik
920754627,Così fan tutte : komische Oper in zwei Aufzügen ; vollständiger Text = So machen's alle / Wolfgang Amadeus Mozart. Ital. Orig.-Text von Lorenzo DaPonte. In neuer dt. Bearb. nach der Überlieferung und dem Urtext von Georg Schünemann und Kurt Soldan. Hrsg. und eingeleitet von Wilhelm Zentner,UB 5599,1992.0,118584596 + 117132926 + 118678841,"Mozart, Wolfgang Amadeus (Verfasser) + Schünemann, Georg (Mitwirkender)",118584596,"Mozart, Wolfgang Amadeus ","49 Theater, Tanz, Film + 59 Belletristik"
921051034,Contes et petites proses / Michel Tournier. Hrsg. von Klaus Sturm,UB 9280,1992.0,118623486,"Tournier, Michel (Verfasser) + Sturm, Klaus (Herausgeber)",118623486,"Tournier, Michel ",59 Belletristik
921137494,Contes / Guy de Maupassant. Hrsg. von Irmgard Rauthe-Welsch,UB 9153,1992.0,118579207,"Maupassant, Guy de (Verfasser)",118579207,"Maupassant, Guy de ",59 Belletristik
930107837,Clavigo : ein Trauerspiel / Johann Wolfgang Goethe. Nachw. von Helmut Bachmaier,UB 96,1992.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",59 Belletristik
930358422,"Chinesische Lyrik der Gegenwart : chinesisch/deutsch / ausgew., kommentiert und hrsg. von Lü Yuan und Winfried Woesler unter Mitwirkung von Zhang Yushu",UB 8803,1992.0,1051526264,"Lü, Yuan (Herausgeber)",,,59 Belletristik
921128371,Carsten Curator : Novelle / Theodor Storm. Mit einem Nachw. von Irene Ruttmann,UB 6054,1992.0,118618725,"Storm, Theodor (Verfasser)",118618725,"Storm, Theodor ",59 Belletristik
921000553,"Carmina Burana : lateinisch/deutsch / ausgew., übers. und hrsg. von Günter Bernt",UB 8785,1992.0,1053055536,"Bernt, Günter (Herausgeber)",,,59 Belletristik
930224221,"Carl Zuckmayer, Der Hauptmann von Köpenick / hrsg. von Hartmut Scheible",UB 8138,1992.0,139935142,"Scheible, Hartmut (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft
930068378,Cantate Latine : Lieder und Songs auf lateinisch / übers. und hrsg. von Franz Schlosser,UB 8802,1992.0,133635309,"Schlosser, Franz (Herausgeber)",,,59 Belletristik
930260759,Candid oder die beste der Welten / Voltaire. Dt. Übertr. und Nachw. von Ernst Sander,UB 6549,1992.0,118627813 + 118605372,"Voltaire (Verfasser) + Sander, Ernst (Übersetzer)",118627813,Voltaire ,840 Französische Literatur + B Belletristik
921268858,Buch der Lieder / Heinrich Heine. Hrsg. von Bernd Kortländer,UB 2231,1992.0,118548018 + 122639359,"Heine, Heinrich (Verfasser) + Kortländer, Bernd (Herausgeber)",118548018,"Heine, Heinrich ",59 Belletristik
999255401,"Buch der Beispiele : die Einführung al-Muqaddima / Ibn Khaldūn. [Aus dem Arab. Übers., Ausw., Vorbemerkung und Anm. von Mathias Pätzold]",UB 1440,1992.0,118639773 + 111480213,"Ibn-Ḫaldūn, ʿAbd-ar-Raḥmān Ibn-Muḥammad (Verfasser) + Pätzold, Mathias (Übersetzer)",118639773,"Ibn-Ḫaldūn, ʿAbd-ar-Raḥmān Ibn-Muḥammad ",900 Geschichte
920855385,Brigitta : mit einem Nachwort / Adalbert Stifter,UB 3911,1992.0,118618156,"Stifter, Adalbert (Verfasser)",118618156,"Stifter, Adalbert ",59 Belletristik
921252684,Briefe an Hermann Levin Goldschmidt und Robert Jungk : 1938 - 1980 / Peter Weiss. [Hrsg. von Beat Mazenauer],UB 1424,1992.0,118630539 + 118696181 + 118558846 + 120318024,"Weiss, Peter (Verfasser) + Goldschmidt, Hermann Levin (Adressat) + Jungk, Robert (Adressat) + Mazenauer, Beat (Herausgeber)",118630539,"Weiss, Peter ",53 Deutsche Sprach- und Literaturwissenschaft
920707599,Brief an B. : Essays ; [aus dem Englischen] / E. A. Poe. [Übers. von Reinhild vnd Gunter Böhnke. Nachdichtung von Heinz Czechowski. Hrsg. von Irene Skotnicki],UB 1184,1992.0,11859527X + 120455293,"Poe, Edgar Allan (Verfasser) + Czechowski, Heinz (Mitwirkender) + Skotnicki, Irene (Herausgeber)",11859527X,"Poe, Edgar Allan ",52 Englische Sprach- und Literaturwissenschaft
921137508,Breakfast at Tiffany's / Truman Capote,UB 9241,1992.0,118518992,"Capote, Truman (Verfasser)",118518992,"Capote, Truman ",59 Belletristik
921251963,Brave new world / Aldous Huxley. Hrsg. von Dieter Hamblock,UB 9284,1992.0,118555081,"Huxley, Aldous (Verfasser)",118555081,"Huxley, Aldous ",59 Belletristik
930102177,Bhagavadgita : das Lied der Gottheit / aus dem Sanskrit übers. von Robert Boxberger. Neu bearb. und hrsg. von Helmuth von Glasenapp,UB 7874,1992.0,118695215,"Glasenapp, Helmuth von (Herausgeber)",,,"13 Allgemeine und Vergleichende Religionswissenschaft, Nichtchristliche Religionen + 10 Philosophie"
930260090,Bernarda Albas Haus : Frauentragödie in spanischen Dörfern / Federico García Lorca. Aus dem Span. übertr. von Enrique Beck,UB 8525,1992.0,118537598,"García Lorca, Federico (Verfasser)",118537598,"García Lorca, Federico ",59 Belletristik
940875381,Bayamus und das Theater der semantischen Poesie : Roman ; [aus dem Englischen] / Stefan Themerson. Übers. und mit einem Nachw. vers. von Durs Grünbein,UB 1441,1992.0,123488354,"Themerson, Stefan (Verfasser)",123488354,"Themerson, Stefan ",59 Belletristik
920296165,Bahnwärter Thiel : novellistische Studie / Gerhart Hauptmann. Nachw. von Fritz Martini,UB 6617,1992.0,118546937,"Hauptmann, Gerhart (Verfasser)",118546937,"Hauptmann, Gerhart ",59 Belletristik
920766684,"Husserl, Edmund: Ausgewählte TexteTeil: 2., Phänomenologie der Lebenswelt",UB 8085,1992.0,,,,,
920861016,Aus dem Leben eines Taugenichts : Novelle / Joseph von Eichendorff. Hrsg. von Hartwig Schultz,UB 2354,1992.0,118529390,"Eichendorff, Joseph von (Verfasser)",118529390,"Eichendorff, Joseph von ",59 Belletristik
930768272,"Audio arts : beunruhigende Versuche zur Genauigkeit ; englisch, deutsch; [aus dem Engl.] / William Furlong. [Übers. von Götz Burghardt ...]",UB 1454,1992.0,,"Furlong, William (Mitwirkender)",,,46 Bildende Kunst
921263880,Auch eine Philosophie der Geschichte zur Bildung der Menschheit / Johann Gottfried Herder. Hrsg. von Hans Dietrich Irmscher,UB 4460,1992.0,118549553 + 119138875,"Herder, Johann Gottfried von (Verfasser) + Irmscher, Hans Dietrich (Herausgeber)",118549553,"Herder, Johann Gottfried von ",10 Philosophie + 63 Geschichte und Historische Hilfswissenschaften
930325877,Ars amatoria : lateinisch-deutsch = Liebeskunst / Publius Ovidius Naso. Übers. und hrsg. von Michael von Albrecht,UB 357,1992.0,118590995 + 117756873,"Ovidius Naso, Publius (Verfasser) + Albrecht, Michael von (Herausgeber)",118590995,"Ovidius Naso, Publius ",59 Belletristik
920684858,Aristoteles : eine Einführung / Jonathan Barnes. Aus dem Engl. übers. von Christiana Goldmann,UB 8773,1992.0,134306678,"Barnes, Jonathan (Verfasser)",134306678,"Barnes, Jonathan ",10 Philosophie
930108280,"Ardinghello und die glückseligen Inseln / Wilhelm Heinse. Mit Textvarianten, Dokumenten zur Wirkungsgeschichte, Anmerkungen und einem Nachw. hrsg. von Max L. Baeumer",UB 9792,1992.0,118548565 + 116037571,"Heinse, Wilhelm (Verfasser) + Baeumer, Max L. (Herausgeber)",118548565,"Heinse, Wilhelm ",59 Belletristik
930146476,Apologie eines Wahnsinnigen : geschichtsphilosophische Schriften / Peter Tschaadajew. [Aus dem Russ. von Heinrich Falk und Roswitha Matwin-Buschmann. Aus dem Franz. von Elias Hurwicz. Hrsg. und mit einem Nachw. vers. von Gabriela Lehmann-Carli und Ulf Lehmann],UB 1422,1992.0,118624261,"Čaadajev, Petr Jakovlevič (Verfasser)",118624261,"Čaadajev, Petr Jakovlevič ",10 Philosophie + 63 Geschichte und Historische Hilfswissenschaften
930276000,Apologie des Sokrates : griechisch/deutsch / Platon. Übers. und hrsg. von Manfred Fuhrmann,UB 8315,1992.0,118594893 + 119300028,"Plato (Verfasser) + Fuhrmann, Manfred (Herausgeber)",118594893,Plato ,10 Philosophie + 19 Recht
921252234,Antony and Cleopatra : englisch/deutsch = Antonius und Cleopatra / William Shakespeare. Übers. und hrsg. von Raimund Borgmeier,UB 8830,1992.0,118613723 + 122147421,"Shakespeare, William (Verfasser) + Borgmeier, Raimund (Herausgeber)",118613723,"Shakespeare, William ",59 Belletristik
930259998,Antonius und Cleopatra : Trauerspiel in fünf Akten / William Shakespeare. Aus dem Engl. übertr. von Wolf Heinrich Graf Baudissin. Textrev. und Nachw. von Alfred Günther,UB 39,1992.0,118613723 + 118507206,"Shakespeare, William (Verfasser) + Baudissin, Wolf Heinrich von (Übersetzer)",118613723,"Shakespeare, William ",59 Belletristik
930325532,Antigone : Tragödie / Sophokles. Übers. von Wilhelm Kuchenmüller,UB 659,1992.0,118615688 + 117756148,"Sophocles (Verfasser) + Kuchenmüller, Wilhelm (Übersetzer)",118615688,Sophocles ,59 Belletristik
930571037,Antigone : griechisch/deutsch / Sophokles. Übers. und hrsg. von Norbert Zink,UB 7682,1992.0,118615688,"Sophocles (Verfasser) + Zink, Norbert (Herausgeber)",118615688,Sophocles ,59 Belletristik
921137524,Antigone / Jean Anouilh,UB 9227,1992.0,118503251,"Anouilh, Jean (Verfasser)",118503251,"Anouilh, Jean ","840 Französische Literatur + B Belletristik + 440 Französisch, romanische Sprachen allgemein"
930108094,Ansichten der Natur / Alexander von Humboldt. Hrsg. von Adolf Meyer-Abich,UB 2948,1992.0,118554700,"Humboldt, Alexander von (Verfasser)",118554700,"Humboldt, Alexander von ","26 Natur, Naturwissenschaften allgemein + 61 Geographie, Heimat- und Länderkunde, Reisen"
921563949,Angst : Novelle / Stefan Zweig. Mit einem Nachw. von Richard Friedenthal,UB 6540,1992.0,118637479,"Zweig, Stefan (Verfasser)",118637479,"Zweig, Stefan ",59 Belletristik
921252315,Andreas / Hugo von Hofmannsthal. Hrsg. von Mathias Mayer,UB 8800,1992.0,118552759 + 115511881,"Hofmannsthal, Hugo von (Verfasser) + Mayer, Mathias (Herausgeber)",118552759,"Hofmannsthal, Hugo von ",59 Belletristik
920401082,Andalusien : Kunstdenkmäler und Museen / von Horst van Hees,UB 2,1992.0,,"Hees, Horst van (Verfasser)",,"Hees, Horst van ",720 Architektur
920304974,Amphitryon : ein Lustspiel nach Molière / Heinrich von Kleist. Mit einem Nachw. von Helmut Bachmaier,UB 7416,1992.0,118563076,"Kleist, Heinrich von (Verfasser)",118563076,"Kleist, Heinrich von ",59 Belletristik
921127987,"Amerikanische Lyrik : vom 17. Jahrhundert bis zur Gegenwart ; zweisprachig / ausgew., hrsg. und kommentiert von Franz Link. Übers. von Annemarie und Franz Link",UB 9759,1992.0,118728458,"Link, Franz (Herausgeber)",,,59 Belletristik
921467818,"Althochdeutsche poetische Texte : althochdeutsch/neuhochdeutsch / ausgew., übers. und kommentiert von Karl A. Wipf",UB 8709,1992.0,122961137,"Wipf, Karl A. (Herausgeber)",,,59 Belletristik + 53 Deutsche Sprach- und Literaturwissenschaft
920861873,Also sprach Zarathustra : ein Buch für alle und keinen / Friedrich Nietzsche,UB 7111,1992.0,118587943,"Nietzsche, Friedrich (Verfasser)",118587943,"Nietzsche, Friedrich ",10 Philosophie + 59 Belletristik
921287666,Als ich noch der Waldbauernbub war / Peter Rosegger. Nachw. von Wolfgang Schober,UB 8563,1992.0,118602667,"Rosegger, Peter (Verfasser)",118602667,"Rosegger, Peter ",53 Deutsche Sprach- und Literaturwissenschaft
930013379,Albert Camus : eine Einführung in Leben und Werk / Brigitte Sändig,UB 1006,1992.0,122403916,"Sändig, Brigitte (Verfasser)",122403916,"Sändig, Brigitte ",55 Romanische Sprach- und Literaturwissenschaft
920917127,Aisthesis : Wahrnehmung heute oder Perspektiven einer anderen Ästhetik ; Essais / [hrsg. von Karlheinz Barck ...],UB 1352,1992.0,130268593,"Barck, Karlheinz (Herausgeber)",,,01 Wissenschaft und Kultur allgemein + 10 Philosophie
930107527,Aida : Oper in vier Aufzügen / Giuseppe Verdi. Dichtung von Antonio Ghislanzoni. Für die dt. Bühne bearb. von Julius Schanz,UB 7199,1992.0,118626523 + 117104477 + 119310082,"Verdi, Giuseppe (Verfasser) + Schanz, Julius (Mitwirkender)",118626523,"Verdi, Giuseppe ","49 Theater, Tanz, Film + 59 Belletristik"
920934684,Aeneis : Epos in zwölf Gesängen / Publius Vergilius Maro. Unter Verwendung der Übertr. Ludwig Neuffers übers. und hrsg. von Wilhelm Plankl unter Mitw. von Karl Vretska,UB 221,1992.0,118626574,"Vergilius Maro, Publius (Verfasser) + Plankl, Wilhelm (Herausgeber)",118626574,"Vergilius Maro, Publius ",870 Lateinische Literatur + B Belletristik
930260864,Advent im Hochgebirge : Erzählung / Gunnar Gunnarsson. Übertr. und Nachw. von Helmut de Boor,UB 7328,1992.0,116927054,"Gunnarsson, Gunnar (Verfasser)",116927054,"Gunnarsson, Gunnar ",59 Belletristik
930260821,Absurda comica oder Herr Peter Squenz : Schimpfspiel in drei Aufzügen / Andreas Gryphius. Hrsg. von Herbert Cysarz,UB 917,1992.0,118543032 + 118523147,"Gryphius, Andreas (Verfasser) + Cysarz, Herbert (Herausgeber)",118543032,"Gryphius, Andreas ",59 Belletristik
921252692,Aber ein Sturm weht vom Paradiese her : Texte zu Walter Benjamin / [hrsg. von Michael Opitz und Erdmut Wizisla],UB 1425,1992.0,139193995,"Opitz, Michael (Herausgeber) + Kambas, Chryssoula (Mitwirkender)",,,53 Deutsche Sprach- und Literaturwissenschaft + 10 Philosophie
920925626,A clockwork orange / Anthony Burgess,UB 9281,1992.0,118638092,"Burgess, Anthony (Verfasser)",118638092,"Burgess, Anthony ",820 Englische Literatur + B Belletristik + 420 Englisch
930534816,Zur Genealogie der Moral : eine Streitschrift / Friedrich Nietzsche. Nachw. von Volker Gerhardt,UB 7123,1993.0,118587943,"Nietzsche, Friedrich (Verfasser)",118587943,"Nietzsche, Friedrich ",10 Philosophie
931153646,Zum ewigen Frieden : ein philosophischer Entwurf / Immanuel Kant. Hrsg. von Rudolf Malter,UB 1501,1993.0,118559796,"Kant, Immanuel (Verfasser)",118559796,"Kant, Immanuel ",10 Philosophie + 16 Politik + 19 Recht
931586712,Woyzeck : ein FragmentLeonce und Lena : Lustspiel / Georg Büchner. Hrsg. und mit einem Nachw. vers. von Otto C. A. zur Nedden,UB 7733,1993.0,118516906 + 118637428,"Büchner, Georg (Verfasser) + Zur Nedden, Otto C. A. (Mitwirkender)",118516906,"Büchner, Georg ",59 Belletristik
930743164,Woyzeck / Georg Büchner. Hrsg. von Lothar Bornscheuer,UB 9347,1993.0,118516906,"Büchner, Georg (Verfasser) + Bornscheuer, Lothar (Herausgeber)",118516906,"Büchner, Georg ",59 Belletristik
94019564X,Wort und Gegenstand = (Word and object) / Willard VanOrman Quine. Aus dem Engl. übers. von Joachim Schulte in Zusammenarbeit mit Dieter Birnbacher,UB 9987,1993.0,118641824,"Quine, W. V. (Verfasser)",118641824,"Quine, W. V. ",10 Philosophie + 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft
940022125,Witz / für die Sekundarstufe hrsg. von Hannjost Lixfeld,UB 9542,1993.0,,,,,23 Schulbücher
940086824,"Wirklichkeiten, in denen wir leben : Aufsätze und eine Rede / Hans Blumenberg",UB 7715,1993.0,118664123,"Blumenberg, Hans (Verfasser)",118664123,"Blumenberg, Hans ",10 Philosophie + 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft + 35 Technik allgemein
931031796,Winnie-the-Pooh / A. A. Milne,UB 9231,1993.0,118784072,"Milne, A. A. (Verfasser)",118784072,"Milne, A. A. ",59 Belletristik
931592518,Wilhelm Tell : Schauspiel / Friedrich Schiller. Anm. von Josef Schmidt,UB 12,1993.0,118607626,"Schiller, Friedrich (Verfasser)",118607626,"Schiller, Friedrich ",59 Belletristik
931300010,Wilhelm Meisters Wanderjahre oder die Entsagenden / Johann Wolfgang Goethe. Hrsg. von Erhard Bahr,UB 7827,1993.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",59 Belletristik
940028271,Wilhelm Meisters Lehrjahre / Johann Wolfgang Goethe. Hrsg. von Ehrhard Bahr,UB 7826,1993.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",59 Belletristik
930514912,Wie interpretiert man einen Roman? : Für die Sekundarstufe / von Hans-Dieter Gelfert,UB 15031,1993.0,120132338,"Gelfert, Hans-Dieter (Verfasser)",120132338,"Gelfert, Hans-Dieter ",23 Schulbücher
931822734,Wie interpretiert man eine Novelle und eine Kurzgeschichte? : Für die Sekundarstufe / von Hans-Dieter Gelfert,UB 15030,1993.0,120132338,"Gelfert, Hans-Dieter (Verfasser)",120132338,"Gelfert, Hans-Dieter ",23 Schulbücher
930736176,Wie interpretiert man ein Gedicht? : Für die Sekundarstufe / von Hans-Dieter Gelfert,UB 15018,1993.0,,,,,23 Schulbücher
931154294,Wie es euch gefällt : Komödie / William Shakespeare. Aus dem Engl. übertr. von August Wilhelm Schlegel,UB 469,1993.0,118613723 + 118607960,"Shakespeare, William (Verfasser) + Schlegel, August Wilhelm von (Übersetzer)",118613723,"Shakespeare, William ",59 Belletristik
930513940,West Side story : a musical ; based on a conception of Jerome Robbins / book by Arthur Laurents. Music by Leonard Bernstein. Lyrics by Stephen Sondheim,UB 9212,1993.0,118510002,"Bernstein, Leonard (Verfasser)",118510002,"Bernstein, Leonard ",59 Belletristik
931154200,"Werbetexte, Texte zur Werbung : für die Sekundarstufe / hrsg. von Ingo Springmann",UB 9522,1993.0,,,,,23 Schulbücher
931487633,"Wenn die Schwermut Fortschritte macht : Gedichte, Prosa, Essays / Karl Krolow. Hrsg. von Kurt Drawert",UB 1473,1993.0,118566997,"Krolow, Karl (Verfasser)",118566997,"Krolow, Karl ",59 Belletristik + 53 Deutsche Sprach- und Literaturwissenschaft
