,GND,GND_name,GND_gender,GND_birth,GND_death,GND_occupation,GND_country
2625,117596450,"Müller, Johann Samuel",Männlich,1701-02-24,1773-05-07,Pädagoge + Rektor + Schriftsteller + Übersetzer + Pädagoge + Schriftsteller,Deutschland
2626,117598127,"Müller-Jahnke, Clara",Weiblich,1861-02-05,1905-11-04,Schriftstellerin + Journalistin,Deutschland
2627,11759833X,"Ruarus, Martin",Männlich,1589,1657,Theologe + Sozinianer + Humanist + Gymnasiallehrer + Rektor + Prediger,Deutschland + Polen
2628,117601055,"Aguirre y Montúfar, Carlos",Männlich,1778,1816,,Spanien
2629,117602515,"Zinzendorf, Christian Renatus von",Männlich,1727-09-19,1752-05-28,Schriftsteller + Kirchenlieddichter + Pietist,Deutschland
2630,117604550,"Müchler, Johann Georg",Männlich,1724-09-23,1819-08-09,Pädagoge + Romanist + Lehrer + Übersetzer,Deutschland
2631,117606219,"Laubanus, Melchior",Männlich,1567-12-10,1633-05-01,Klassischer Philologe + Gymnasiallehrer + Rektor + Schriftsteller,Deutschland
2632,117608092,"Müller, Karl Wilhelm",Männlich,1728-09-15,1801-02-28,Politiker + Jurist + Bürgermeister + Bibliothekar,Deutschland
2633,117608122,"Müller, Nikolaus",Männlich,1770-05-06,1851-06-14,Schriftsteller + Maler + Kunsterzieher,Deutschland
2634,11760870X,"Boas, Eduard",Männlich,1815-01-18,1853-06-29,Schriftsteller + Literarhistoriker + Dramatiker,Deutschland
2635,117608769,"Bocer, Johannes",Männlich,1525,1565-10-06,Historiker + Hochschullehrer + Literarhistoriker + Humanist + Lyriker,Deutschland
2636,117608866,"Bode, Wilhelm",Männlich,1862-03-30,1922-10-24,Schriftsteller + Lehrer + Publizist + Verleger,Deutschland
2637,117609145,"Müller, Otto",Männlich,1816-06-01,1894-08-06,Schriftsteller + Bibliothekar + Redakteur + Schriftsteller + Bibliothekar,Deutschland
2638,117621404,"Scherer, Georg",Männlich,1540-11-03,1605-11-26,Katholischer Theologe + Ordenspriester + Prediger + Hofprediger + Domprediger,Österreich
2639,117624098,"Murschel, Israel",Männlich,1596-03-02,1657,Theologe + Prediger + Pfarrer,Frankreich + Deutschland
2640,11763266X,"Derschau, Christoph Friedrich von",Männlich,1714-01-12,1799-12-14,Regierungsbeamter + Schriftsteller + Dramatiker,Deutschland
2641,117636738,"Brühl, Aloys Friedrich von",Männlich,1739-07-31,1793-01-30,Schriftsteller + General + Diplomat + Freimaurer + Dramatiker + Graf,Großbritannien + Deutschland
2642,117643629,"Schlez, Johann Ferdinand",Männlich,1759-06-27,1839-09-07,Pädagoge + Theologe + Kirchenrat + Schriftsteller,Deutschland
2643,117648914,"Spanheim, Friedrich",Männlich,1600-01-01,1649-04-30,Evangelischer Theologe + Hochschullehrer + Theologe,Schweiz + Niederlande + Deutschland
2644,117653713,"Schwedler, Johann Christoph",Männlich,1672-12-21,1730-01-12,Pfarrer,Polen
2645,11765681X,"Senn, Johann",Männlich,1792,1852,Schriftsteller + Lyriker,Österreich
2646,1176742027,"Frick, Hans",Männlich,1930,2023,Stadtratsmitglied + Politiker,Schweiz
2647,117676896,"Löhr, Johann Andreas Christian",Männlich,1764-05-18,1823-06-28,Theologe + Jugendbuchautor,Deutschland
2648,117683124,"Lossius, Kaspar Friedrich",Männlich,1753-01-31,1817-03-26,Pädagoge + Lehrer + Pfarrer + Schriftsteller,Deutschland
2649,117685208,"Pfranger, Johann Georg",Männlich,1745-08-05,1790-07-10,Pfarrer + Hofprediger + Schriftsteller + Kirchenlieddichter + Schriftsteller + Prediger,Deutschland
2650,117686387,"Rambach, Friedrich Eberhard",Männlich,1767-07-14,1826-07-12,Klassischer Philologe + Schriftsteller + Schriftsteller,Deutschland
2651,117691208,"Clausnitzer, Tobias",Männlich,1619-02-05,1684-05-07,Evangelischer Theologe + Kirchenlieddichter + Pfarrer + Militärgeistlicher + Superintendent + Schriftsteller,Deutschland
2652,1177079917,"Messer, Max",Männlich,,,Musiker + Sänger + Gitarrist + Komponist + Autor,Deutschland
2653,117727741,"Tittel, Gottlob August",Männlich,1739-11-16,1816-09-21,Philosoph + Gymnasiallehrer,Deutschland
2654,117728225,"Weissegger von Weißeneck, Joseph Maria",Männlich,1755-07-12,1817-03-14,Schriftsteller + Hochschullehrer + Historiker + Heraldiker + Freimaurer,Deutschland + Österreich
2655,117731552,"Deinert, Wolf",Männlich,1944,,Schriftsteller,Deutschland
2656,117732230,"Gichtel, Johann Georg",Männlich,1638,1710,Jurist + Mystiker + Theologe,Niederlande + Deutschland
2657,117739693,"Hoffmann, Gerd E.",Männlich,1932-06-06,,Schriftsteller + Redakteur + Essayist,Deutschland
2658,117744727,"Rölleke, Heinz",Männlich,1936,2023,Philologe + Germanist + Herausgeber + Übersetzer + Volkskundler,Deutschland
2659,117745499,"Weißenborn, Theodor",Männlich,1933-07-22,2021-01-09,Schriftsteller,Deutschland
2660,11774932X,"Goethe, Cornelia",Weiblich,,,,Deutschland
2661,117750794,"Bassewitz, Gerdt von",Männlich,1878-01-04,1923-02-06,Schriftsteller + Librettist + Schauspieler + Dramatiker + Soldat,Deutschland
2662,117751359,"Bissel, Johannes",Männlich,1601,1682,Katholischer Theologe + Schriftsteller + Historiker,Deutschland
2663,117751944,"Soner, Ernst",Männlich,1572,1612-09-18,Philosoph + Arzt + Hochschullehrer + Sozinianer,Deutschland
2664,117756091,"Kytzler, Bernhard",Männlich,1929-08-16,2022-10-06,Klassischer Philologe + Hochschullehrer,Deutschland
2665,117756873,"Albrecht, Michael von",Männlich,1933-08-22,,Klassischer Philologe + Musikwissenschaftler + Hochschullehrer + Übersetzer,Deutschland
2666,117759260,"Keller, Werner",Männlich,1909-08-13,1980-02-29,Verwaltungsbeamter + Widerstandskämpfer + Journalist + Autor,Deutschland
2667,117759694,"Wilckens, Matthäus Arnold",Männlich,1710,1759-06-11,Jurist + Privatgelehrter,Deutschland
2668,117765430,"Baldovius, Samuel",Männlich,1646,1720,Theologe + Hofprediger,Deutschland
2669,11776552X,"Ball, Kurt Herwarth",Männlich,1903-09-07,1977-04-24,Schriftsteller,Deutschland
2670,117767778,"Bartuschek, Helmut",Männlich,1905,1984,Schriftsteller + Lyriker + Bibliothekar + Übersetzer,Deutschland + Polen
2671,1178432823,"Traun, Julius von der",Männlich,1818,1885,Schriftsteller,Österreich
2672,1178484068,"Niavis, Paulus",Unbekannt,,,,Deutschland
2673,1178632180,"Berg, O.F.",Männlich,1833,1886,Schriftsteller + Dramatiker + Journalist + Publizist,Österreich
2674,118000918,"Demski, Eva",Weiblich,1944-05-12,,Journalistin + Dramaturgin + Übersetzerin + Schriftstellerin,Deutschland
2675,118004034,"Wegner, Bettina",Weiblich,1947-11-04,,Liedermacherin + Komponistin + Musikerin + Sängerin + Sängerin,Deutschland
2676,118006509,"Cooper, Dennis",Männlich,1953-01-10,,Schriftsteller + Journalist + Lyriker,USA
2677,118008153,"Pirinçci, Akif",Männlich,1959,,Schriftsteller,Deutschland + Türkei
2678,118010832,"Stockfleth, Katharina Maria",Weiblich,1634-12-20,1692-08-19,Schriftstellerin,Deutschland
2679,118016962,"Beyse, Jochen",Männlich,1949-10-15,,Schriftsteller,Deutschland
2680,118027832,"Schenker, Walter",Männlich,1943-07-16,2018-08-07,Schriftsteller + Germanist + Linguist + Diakon,Deutschland + Schweiz
2681,118028146,"Möllenkamp, Werner",Unbekannt,1921,,,
2682,118031198,"Merz, Klaus",Männlich,1945-10-03,,Schriftsteller + Schriftsteller,Deutschland + Schweiz
2683,118046780,"Schmitt, Éric-Emmanuel",Männlich,1960-03-28,,Schriftsteller + Dramatiker + Übersetzer + Musiker,Belgien + Frankreich
2684,118047744,"Burren, Ernst",Männlich,1944-11-20,,Schriftsteller + Lehrer + Mundartschriftsteller + Schriftsteller,Deutschland + Schweiz
2685,118048228,"Ohler, Norman",Männlich,1970-02-04,,Schriftsteller + Journalist + Drehbuchautor,Deutschland
2686,11805077X,"Assmann, Jan",Männlich,1938-07-07,2024-02-19,Historiker + Ägyptologe + Theologe + Hochschullehrer + Kulturwissenschaftler,Deutschland
2687,118053418,"Mwangi, Meja",Männlich,1948-12-27,,Autor + Drehbuchautor,Kenia
2688,118054104,"Franz, Cornelia",Weiblich,1956,,Schriftstellerin + Sachbuchautorin + Buchhändlerin + Lektorin <Verlag>,Deutschland
2689,118081691,"Thilo, Friedrich Gottlieb",Männlich,1749-06-06,1825-03-26,Schriftsteller + Dramatiker + Jurist + Dramatiker,Deutschland
2690,118085905,"Weckmann, André",Männlich,1924,2012,Schriftsteller + Pädagoge,Deutschland + Frankreich
2691,118088181,"Schinkel, André",Männlich,1972,,Schriftsteller + Lyriker,Deutschland
2692,118101617,"Sprengel, Peter",Männlich,1949,,Germanist + Literaturwissenschaftler + Theaterwissenschaftler + Hochschullehrer,Deutschland
2693,118101846,"Behrisch, Heinrich Wolfgang",Männlich,1744,1825-02-08,Schriftsteller + Publizist + Reisender,Österreich
2694,118106643,"Meyer, Detlev",Männlich,1948-02-12,1999-10-30,Schriftsteller + Bibliothekar,Kanada + Deutschland
2695,118106929,"Abels, Heinz",Männlich,1943,,Soziologe + Hochschullehrer,Deutschland
2696,118108182,"Hülswitt, Tobias",Männlich,1973-04-13,,Schriftsteller + Lyriker + Steinmetz,Deutschland
2697,118111116,"Ebert, Johann Jacob",Männlich,1737-11-20,1805-03-18,Philosoph + Mathematiker + Schriftsteller,Deutschland
2698,11811848X,"Burgess, Melvin",Männlich,1954-04-25,,Jugendbuchautor + Kinderbuchautor + Journalist,Großbritannien
2699,118119435,"Schaflinger, Knut",Männlich,1951,,Schriftsteller + Fernsehredakteur,Österreich
2700,11811946X,"Zimmer, Dieter",Männlich,1939-12-19,2024-06-17,Schriftsteller + Reporter + Schauspieler,Deutschland
2701,118122703,"Eggimann, Ernst",Männlich,1936-04-23,2015-06-16,Schriftsteller + Lehrer,Schweiz
2702,118127055,"Zimmermann, Johann Jakob",Männlich,1642-12-25,1693,Astronom + Astrologe + Mathematiker + Evangelischer Theologe + Pfarrer + Schriftsteller,Deutschland + Niederlande
2703,118127578,"Taureck, Bernhard H. F.",Männlich,1943,,Philosoph + Hochschullehrer,Deutschland
2704,118128760,"Homann, Ludwig",Männlich,1942,,Schriftsteller + Polizeibeamter + Lehrer,Polen + Deutschland
2705,118133152,"Fischer, Johann Karl Christian",Männlich,1732-10-13,1807-09-30,Komponist + Organist + Organist + Schauspieler + Schriftsteller + Kopist + Theaterdirektor + Musikdirektor + Schauspieler + Schriftsteller,Deutschland
2706,11813485X,"Ganzfried, Daniel",Männlich,1958,,Schriftsteller + Drehbuchautor + Schriftsteller,Schweiz + Juden + Israel
2707,118138006,"Zelik, Raul",Männlich,1968,,Schriftsteller + Journalist + Übersetzer + Politologe,Deutschland
2708,118140795,"Anderson, Benedict R. O'G.",Männlich,1936,2015,Politologe + Hochschullehrer + Autor,Irland + USA
2709,118146734,"Mitgutsch, Ali",Männlich,1935-08-21,2022-01-10,Bilderbuchautor + Illustrator + Grafiker + Maler,Deutschland
2710,118150693,"Steinhöfel, Andreas",Männlich,1962,,Schriftsteller + Kinderbuchautor + Jugendbuchautor + Übersetzer + Literaturkritiker + Drehbuchautor,Deutschland
2711,118153625,"Rosenkranz, Moses",Männlich,1904,2003,Schriftsteller,Deutschland + Rumänien
2712,118155180,"Culler, Jonathan D.",Männlich,1944,,Anglist + Literaturwissenschaftler + Hochschullehrer,USA + Großbritannien
2713,118156470,"Bayer, Thommie",Männlich,1953-04-22,,Schriftsteller + Komponist + Musiker + Kabarettist + Liedermacher + Maler + Drehbuchautor,Deutschland
2714,118158651,"Sturm, Christoph Christian",Männlich,1740-01-25,1786-08-26,Evangelischer Theologe + Pfarrer + Gymnasiallehrer + Kirchenlieddichter + Librettist + Theologe,Deutschland
2715,118158732,"Tröltsch, Karl Friedrich",Männlich,1729,1804,Jurist,Deutschland
2716,118158821,"Murail, Marie-Aude",Weiblich,1954-05-06,,Schriftstellerin + Kinderbuchautorin + Jugendbuchautorin,Frankreich
2717,118160400,"West, Arthur",Männlich,1922-08-24,2000-08-16,Schriftsteller + Redakteur,Großbritannien + Österreich
2718,118160982,"Münzberg, Olav",Männlich,1938-10-25,2020-04-21,Schriftsteller + Lyriker + Essayist,Deutschland
2719,118163981,"Hehn, Victor",Männlich,1813-10-08,1890-03-21,Historiker + Linguist + Schriftsteller + Bibliothekar,Russland + Deutschland
2720,118164643,"Längle, Ulrike",Weiblich,1953,,Literaturwissenschaftlerin + Schriftstellerin,Österreich + Frankreich
2721,118170627,"Berger, Friedemann",Männlich,1940-04-13,2009-04-14,Schriftsteller + Lektor <Verlag> + Erzähler + Lyriker,Deutschland
2722,118171895,"Endres, Ria",Weiblich,1946-04-12,,Literaturwissenschaftlerin + Schriftstellerin + Dramatikerin + Lyrikerin + Drehbuchautorin + Schriftstellerin,Deutschland
2723,118176153,"Stellmacher, Wolfgang",Unbekannt,1935-04-03,,Germanist + Lehrer,Deutschland
2724,118176900,"Oliver, José F. A.",Männlich,1961,,Schriftsteller + Lyriker + Übersetzer,Deutschland
2725,118177028,"Kellein, Sandra",Weiblich,1958,,Autorin,Deutschland
2726,118179527,"Haas, Wolf",Männlich,1960-12-14,,Kriminalschriftsteller + Schriftsteller + Drehbuchautor,Österreich
2727,118180738,"Mehr, Mariella",Weiblich,1947-12-27,2022-09-05,Schriftstellerin + Schriftstellerin,Italien + Deutschland + Schweiz
2728,118181505,"Capus, Alex",Männlich,1961,,Schriftsteller + Journalist + Übersetzer,Schweiz + Frankreich
2729,118182978,"Beuchler, Klaus",Männlich,1926-02-11,1992-12-24,Schriftsteller + Journalist + Drehbuchautor,Deutschland
2730,118183419,"Grimm, Gunter E.",Männlich,1945,,Philologe,Deutschland
2731,118184555,"Arjouni, Jakob",Männlich,1964-10-08,2013-01-17,Schriftsteller + Schriftsteller,Deutschland
2732,118185942,"Winter, Michael",Unbekannt,1946,,Literaturwissenschaftler + Publizist + Schriftsteller + Journalist,Deutschland
2733,118186043,"Oswald, Georg M.",Männlich,1963,,Schriftsteller + Jurist + Rechtsanwalt,Deutschland
2734,118188860,"Sonner, Franz-Maria",Männlich,1953,,Schriftsteller + Kriminalschriftsteller,Deutschland
2735,1181897874,"Sobiella, Jörg",Männlich,1954,,Journalist + Dramaturg,Deutschland
2736,118191012,"Bernig, Jörg",Männlich,1964-01-17,,Schriftsteller + Lyriker + Literaturwissenschaftler,Deutschland
2737,118191152,"Roth, Gerhard",Männlich,1942-08-15,2023-04-25,Neurobiologe + Hochschullehrer + Philosoph + Zoologe,Deutschland
2738,118195743,"Reschke, Karin",Weiblich,1940-09-17,,Schriftstellerin + Journalistin + Literaturkritikerin,Deutschland + Polen
2739,118196421,"Genzmer, Herbert",Männlich,1952,,Schriftsteller + Übersetzer,Deutschland
2740,118198157,"Lind, Hera",Weiblich,1957-11-02,,Schriftstellerin + Bestsellerautorin + Musikerin + Sängerin + Moderatorin + Übersetzerin,Deutschland + Österreich
2741,11819853X,"Fliedl, Konstanze",Weiblich,1955,,Germanistin,Österreich
2742,118200283,"Büscher, Wolfgang",Männlich,1951-05-20,,Journalist + Schriftsteller + Reiseschriftsteller + Redakteur,Deutschland
2743,1182074820,"Thunberg, Greta",Weiblich,2003-01-03,,Umweltschützerin + Aktivistin,Schweden
2744,1182266460,"Mohn, Johann Friedrich",Männlich,,,Kaufmann,Deutschland
2745,118500015,"Aal, Johannes",Männlich,1500,1551-05-28,Dramatiker + Priester + Dramatiker + Dramatiker,Schweiz + Deutschland
2746,118500074,"Abbt, Thomas",Männlich,1738-11-25,1766-11-03,Philosoph + Schriftsteller + Mathematiker + Historiker + Hochschullehrer + Regierungsrat + Schriftsteller,Deutschland
2747,118500147,"Abele von und zu Lilienberg, Matthias",Männlich,1618,1677,Jurist + Schriftsteller + Beamter + Schriftsteller,Österreich
2748,11850021X,"Abraham, a Sancta Clara",Männlich,1644-07-02,1709-12-01,Prediger + Schriftsteller + Mönch + Katholischer Theologe + Librettist,Österreich
2749,118500279,"Abschatz, Hans Assmann von",Männlich,1646-02-04,1699-04-22,Lyriker + Schriftsteller,Deutschland
2750,11850035X,"Abusch, Alexander",Männlich,1902-02-14,1982-01-27,Schriftsteller + Journalist + Politiker + Publizist,Mexiko + Tschechoslowakei + Frankreich + Deutschland
2751,118500422,"Achternbusch, Herbert",Männlich,1938-11-23,2022-01-10,Schriftsteller + Schriftsteller + Filmproduzent + Regisseur + Schauspieler + Schriftsteller + Filmregisseur + Maler + Drehbuchautor + Schauspieler + Regisseur + Filmproduzent + Regisseur + Drehbuchautor + Schauspieler,Deutschland
2752,118500619,"Addison, Joseph",Männlich,1672-05-01,1719-06-17,Politiker + Philosoph + Kritiker + Schriftsteller + Schriftsteller,Großbritannien
2753,118500643,"Adelphus, Johannes",Männlich,1485,1523,Arzt + Schriftsteller + Selbstverleger + Übersetzer,Deutschland
2754,118500651,"Adelung, Johann Christoph",Männlich,1732-08-08,1806-09-10,Bibliothekar + Philologe + Historiker + Lexikograf + Germanist + Journalist + Linguist + Hofrat,Deutschland
2755,118500686,"Adler, Alfred",Männlich,1870-02-07,1937-05-28,Psychologe + Psychiater,USA + Österreich
2756,118500708,"Adler, H. G.",Männlich,1910-07-02,1988-08-21,Schriftsteller + Historiker + Philosoph + Soziologe,Tschechische Republik + Großbritannien + Österreich
2757,118500775,"Adorno, Theodor W.",Männlich,1903-09-11,1969-08-06,Philosoph + Komponist + Soziologe + Schriftsteller + Musikwissenschaftler + Hochschullehrer,USA + Deutschland + Österreich + Schweiz
2758,118500856,Aeschylus,Männlich,-0525,-0456,Schriftsteller + Dramatiker,Griechenland (Altertum)
2759,118501038,"ʿAgnon, Shemuʾel Yosef",Männlich,1888-07-17,1970-02-17,Schriftsteller,Israel + Juden
2760,118501062,"Agricola, Georg",Männlich,1494-03-24,1555-11-21,Arzt + Philologe + Humanist + Naturwissenschaftler + Mineraloge + Gymnasiallehrer + Rektor,Deutschland
2761,118501070,"Agricola, Johannes",Männlich,1494-04-20,1566-09-22,Humanist + Evangelischer Theologe + Reformator + Pfarrer + Gymnasiallehrer + Schriftsteller,Deutschland
2762,118501089,"Agricola, Rudolf",Männlich,1444-02-17,1485-10-27,Humanist + Musiker + Maler,Niederlande + Deutschland
2763,118501232,"Aichinger, Ilse",Weiblich,1921-11-01,2016-11-11,Schriftstellerin + Schriftstellerin,Deutschland + Österreich
2764,118501259,"Ajtmatov, Čingiz",Männlich,1928-12-12,2008-06-10,Schriftsteller + Drehbuchautor + Schriftsteller,Kirgisien + Russland + Sowjetunion + Deutschland
2765,118501380,"Albee, Edward",Männlich,1928-03-12,2016-09-16,Dramatiker + Schriftsteller + Dramatiker,USA
2766,118501402,"Albers, Hans",Männlich,1891-09-22,1960-07-24,Sänger + Musiker + Schauspieler + Filmschauspieler + Schauspieler,Deutschland
2767,118501518,"Albertinus, Aegidius",Männlich,1560,1620-03-09,Schriftsteller + Übersetzer + Kanzleibeamter + Bibliothekar,Deutschland + Niederlande
2768,118501526,"Albert-Lasard, Lou",Weiblich,1885-11-10,1969-07-21,Künstlerin + Malerin,Frankreich + Deutschland
2769,118501550,"Alberus, Erasmus",Männlich,1503,1553-05-05,Evangelischer Theologe + Komponist + Reformator + Pfarrer + Superintendent + Pädagoge + Kirchenlieddichter + Satiriker + Librettist + Schriftsteller,Deutschland
2770,118501593,"Albrant, der Meister",Männlich,,,Pferdepfleger + Hufschmied + Stallmeister,Deutschland + Italien
2771,118501623,"Albrecht, von Halberstadt",Männlich,1180,1251,Schriftsteller + Klerus,Deutschland
2772,118501631,"Albrecht, von Johannsdorf",Unbekannt,1165,1209,Musiker + Schriftsteller + Beamter,Deutschland
2773,11850164X,"Albrecht, von Scharfenberg",Unbekannt,,1270,Schriftsteller,Deutschland
2774,118501712,"Albus, Anita",Weiblich,1942,2024,Schriftstellerin + Malerin + Illustratorin,Deutschland
2775,118501771,"Alemán, Mateo",Männlich,1547,1613,Schriftsteller,Spanien
2776,11850178X,"Alembert, Jean Le Rond d'",Männlich,1717-11-16,1783-10-29,Mathematiker + Philosoph + Physiker + Schriftsteller + Musikschriftsteller,Frankreich
2777,118502026,Alkuin,Männlich,0735,0804,Gelehrter,Frankreich + Großbritannien
2778,118502107,"Allmers, Hermann",Männlich,1821-02-11,1902-03-09,Schriftsteller + Geograf + Landwirt + Historiker + Schriftsteller,Deutschland
