,GND,searchphrase,BDSL_hits_2000_all
5843,118797425,Philipp Balthasar Sinold von Schütz,4.0
5844,118797786,Bruno Snell,3.0
5845,118797816,Sturluson Snorri,6.0
5846,118797824,C. P. Snow,34.0
5847,118797913,Heinrich Sohnrey,2.0
5848,118798065,Reinhard Johannes Sorge,2.0
5849,118798170,Georg Spalatin,9.0
5850,11879826X,Johann Spies,7.0
5851,118798316,Anton Matthias Sprickmann,13.0
5852,118798367,Hans Staden,43.0
5853,118798383,Hermann Stahl,3.0
5854,118798472,Friedrich Staphylus,1.0
5855,118798502,Publius Papinius Statius,2.0
5856,118798588,Karl Heinrich von Stein,0.0
5857,118798928,Julius Stinde,6.0
5858,118798979,Johannes Stöffler,0.0
5859,118798987,Otto Stoessl,4.0
5860,118798995,Bram Stoker,9.0
5861,118799002,der Alte Stolle,3.0
5862,118799207,Gustav Struve,0.0
5863,118799363,Dieter Süverkrüp,0.0
5864,11879941X,Johann Georg Sulzer,78.0
5865,118799452,Laurentius Surius,1.0
5866,118799894,Heinz Erhardt,0.0
5867,118800507,Gertrud Isolani,1.0
5868,118800728,Rudolf Krämer-Badoni,3.0
5869,118801317,Adam Tanner,1.0
5870,118801430,Nicolaus Taurellus,0.0
5871,118801597,Jodocus Donatus Hubertus Temme,9.0
5872,118802267,von Kulm Tilo,1.0
5873,118802399,Josef August von Törring,0.0
5874,118803107,Zacharias Konrad von Uffenbach,0.0
5875,118803336,Wilhelm von Polenz,1.0
5876,118803352,Adam Puschmann,0.0
5877,118803433,Philip Roth,42.0
5878,118803492,John Updike,4.0
5879,118803530,Honoré d' Urfé,5.0
5880,118803573,Zacharias Ursinus,0.0
5881,11880362X,Johann Martin Usteri,3.0
5882,118803948,Bernhardus Varenius,0.0
5883,118803964,Mario Vargas Llosa,9.0
5884,118804103,Johannes Veghe,0.0
5885,118804111,Philipp Veit,0.0
5886,118804219,Paul Verlaine,17.0
5887,1188043420,Nando von Arb,0.0
5888,118804448,Clara Viebig,62.0
5889,118804472,Alfred Vierkandt,0.0
5890,118804707,Hans Vintler,28.0
5891,11880510X,Adele Schopenhauer,34.0
5892,118805193,Samuel Thomas von Soemmerring,8.0
5893,118805339,Walter Toman,2.0
5894,118805401,Peter Villaume,0.0
5895,118805428,Werner Vordtriede,3.0
5896,118805681,Karl Gustav Vollmoeller,1.0
5897,118805819,Georg von der Vring,10.0
5898,118805908,Karl Wagenfeld,2.0
5899,118806246,Austin Warren,1.0
5900,11880636X,Hans Watzlik,19.0
5901,118806416,Karl Julius Weber,6.0
5902,118806432,Leonhard Wächter,0.0
5903,118806440,Werner Weber,9.0
5904,118806580,Wilhelm Ludwig Wekhrlin,1.0
5905,118806653,Marcus Welser,4.0
5906,118806734,Priester Wernher,14.0
5907,118806963,Adolf Wölfli,13.0
5908,118807153,Walt Whitman,13.0
5909,118807226,Ludolf Wienbarg,5.0
5910,118807234,Oswald Wiener,47.0
5911,118807250,Adolf von Wilbrandt,5.0
5912,118807420,Eliza Wille,0.0
5913,118807501,Josef Winckler,10.0
5914,118807536,Eugen Gottlob Winkler,12.0
5915,118807633,Wipo,0.0
5916,118807668,Hermann von Wissmann,1.0
5917,118807757,Georg Witzel,0.0
5918,118807900,Wilhelm Worringer,7.0
5919,118808230,Justus Friedrich Wilhelm Zachariae,31.0
5920,118808346,Joseph Christian von Zedlitz,0.0
5921,118808494,Erdmuthe Dorothea von Zinzendorf,0.0
5922,118808680,Max Zweig,31.0
5923,118808850,August Böckh,35.0
5924,118809113,Hans Hollein,0.0
5925,118809334,Philipp Erasmus Reich,7.0
5926,118809407,Ernst Rosmer,29.0
5927,118809466,Johann Gaudenz von Salis-Seewis,1.0
5928,118809563,Daniel Sudermann,3.0
5929,118809644,Otto Waalkes,0.0
5930,118809849,Ruth Berlau,29.0
5931,118809873,Johann Gottlob Immanuel Breitkopf,0.0
5932,118809962,Johann Nikolaus Forkel,0.0
5933,118809989,Heinz Gappmayr,6.0
5934,118810456,Jesse Thoor,4.0
5935,118810758,Pierre Bourdieu,75.0
5936,118810863,Karl Dedecius,88.0
5937,118811134,Marlen Haushofer,192.0
5938,118811592,Jörg Mauthe,4.0
5939,118811606,Hans-Otto Meissner,0.0
5940,118811630,Konrad Merz,12.0
5941,11881169X,Christian Morgenstern,82.0
5942,118811738,Christine Nöstlinger,51.0
5943,118811932,Meta von Salis-Marschlins,1.0
5944,118812351,Birgitta Arens,2.0
5945,118812645,Franz Pfemfert,6.0
5946,118812653,Jörg Preining,1.0
5947,118812882,Friedrich Joseph Emmerich,0.0
5948,118812955,Elisabeth Alexander,6.0
5949,118813439,Franz Kranewitter,2.0
5950,118813641,Maria Leitner,23.0
5951,118814419,Hans Christoph Buch,110.0
5952,118814834,Johann Peter Süssmilch,5.0
5953,118814842,Karl Mickel,26.0
5954,118815237,Magnus Hirschfeld,20.0
5955,118815385,de Argentina Nicolaus,3.0
5956,118815466,Monika Hunnius,5.0
5957,118815598,Erich Pfeiffer-Belli,0.0
5958,118815733,Cordelia Edvardson,20.0
5959,118816292,Bertha Pappenheim,22.0
5960,118816330,Michael Ruetz,0.0
5961,118816594,Charlot Strasser,1.0
5962,118816969,Clara Rilke-Westhoff,6.0
5963,118817167,Hiob Ludolf,0.0
5964,118817426,Karl von der Heydt,0.0
5965,118817604,Doris Dörrie,41.0
5966,118817663,Irmtraud Morgner,80.0
5967,118817736,de Saxonia Ludolphus,0.0
5968,118818058,Martin Gregor-Dellin,1.0
5969,118818244,Werner Steinberg,3.0
5970,118818260,von Tepl Johannes,47.0
5971,118818546,Friedrich R. Salzmann,0.0
5972,118818651,Karl May,1883.0
5973,118818724,Einar Schleef,67.0
5974,118819232,August Kühn,0.0
5975,118819291,Andreas Pfeilschmidt,0.0
5976,118819313,Gräfin  Nassau-Saarbrücken Elisabeth,59.0
5977,11881950X,Albert Bächtold,1.0
5978,118819542,Paul Rebhun,11.0
5979,118819704,Abt  Lübeck Arnold,10.0
5980,118820052,Gerhard Amanshauser,12.0
5981,118820141,Carl Daub,1.0
5982,118820168,Thekla von Gumpert,2.0
5983,118820788,Heilige Crescentia,0.0
5984,118821547,José Orabuena,4.0
5985,11882192X,Bohumil Hrabal,1.0
5986,118822438,Herlinde Koelbl,2.0
5987,118822896,Jura Soyfer,74.0
5988,118822934,Wilhelm Tideman,0.0
5989,118823248,Johann Gottfried Gruber,3.0
5990,118823760,Harald Grill,10.0
5991,118824031,Herbert Kranz,1.0
5992,11882404X,Hans Baumann,21.0
5993,11882435X,Eberhard August Wilhelm von Zimmermann,0.0
5994,118824465,Paul Wühr,78.0
5995,118824473,Bernhard Schöfferlin,1.0
5996,118824775,Carl August Böttiger,41.0
5997,118825054,Gertrud Leutenegger,27.0
5998,118825356,Johann Albert Heinrich Reimarus,2.0
5999,118825453,Wolfgang Frommel,10.0
6000,118825968,Peter Sloterdijk,66.0
6001,118826190,Johann Jakob Hemmer,1.0
6002,118826433,Eugen Drewermann,12.0
6003,118826565,Johann Gottlob Krüger,16.0
6004,118826662,Justus Franz Wittkop,0.0
6005,118826948,Ludwig Pfau,16.0
6006,118827537,Ellen Delmari-Delp,0.0
6007,118828460,Philipp Jakob Siebenpfeiffer,0.0
6008,118828509,Karl Konrad Polheim,33.0
6009,118828606,Wilhelm von Merckel,4.0
6010,118828649,Carl Albrecht Bernoulli,1.0
6011,118828657,Reinhard Goering,7.0
6012,118828681,Gert Hofmann,71.0
6013,118828827,August Otto-Walster,1.0
6014,118828983,Helmut Qualtinger,25.0
6015,118829130,Friedrich Heinrich von der Hagen,10.0
6016,118829157,Martin Chemnitz,2.0
6017,118829211,Rose Ausländer,310.0
6018,118829424,Riccardo Bartolini,0.0
6019,118829548,Otto Baldemann,0.0
6020,118829564,Hartmut von Kronberg XII.,0.0
6021,118829637,Bruno Apitz,31.0
6022,118829742,Jurek Becker,145.0
6023,118831372,Ludwig Philipp Hahn,1.0
6024,11883147X,Helga M. Novak,33.0
6025,118831542,Ernst Nolte,1.0
6026,118831569,Adolf Meschendörfer,29.0
6027,11883276X,Hans Natonek,32.0
6028,118832816,Helmut Kreuzer,23.0
6029,118832883,Johannes Freumbichler,22.0
6030,118832891,Alfred Lichtenstein,10.0
6031,118833103,Pangratz Bernhaubt-Schwenter,1.0
6032,118833340,Ulrich Berkes,0.0
6033,118833707,Regina Frohberg,2.0
6034,118834134,Johann George Scheffner,5.0
6035,118834258,Herbert Silberer,0.0
6036,118834371,Friedrich Karl Kasimir von Creutz,0.0
6037,118834517,von Templin Prokop,3.0
6038,118834851,Sir Galahad,7.0
6039,118834967,Johann Crüger,7.0
6040,118835289,Karl Henckell,7.0
6041,118835327,Heinrich Eduard Jacob,14.0
6042,118835629,Johann Christoph Ettner von Eiteritz,2.0
6043,118835777,Johann Georg August Wirth,7.0
6044,118835882,Tami Oelfken,5.0
6045,118836757,Marian Szyrocki,13.0
6046,118837052,Fanny Tarnow,6.0
6047,11883732X,1636-1687  Herzog  Braunschweig-Lüneburg Ferdinand Albrecht,2.0
6048,118837664,Isaak Maus,1.0
6049,118837788,Lore Berger,2.0
6050,118837796,Maria Erlenberger,2.0
6051,118837877,Friedrich Wilhelm Thiersch,2.0
6052,118838776,Peter Turrini,102.0
6053,118839276,Uwe Timm,436.0
6054,118840150,Siegfried Trebitsch,2.0
6055,11884024X,von Würzburg Ruprecht,3.0
6056,118840452,Ludwig Fulda,5.0
6057,118840746,von Landeck Konrad,0.0
6058,118840819,Felix Salten,133.0
6059,118840940,François Bondy,1.0
6060,118840967,Rudolf Pörtner,0.0
6061,118840991,Christoph Hein,445.0
6062,118841068,Karl Springenschmid,0.0
6063,118841122,Dieter Meichsner,0.0
6064,118841203,Johannes Poethen,8.0
6065,118841424,Bodo Hell,14.0
6066,118841440,Nino Erné,1.0
6067,118841750,Gerhard Roth,172.0
6068,118841769,Michael Scharang,25.0
6069,118841777,Gernot Wolfgruber,9.0
6070,118841866,Melchior Adam Weikard,0.0
6071,118842269,Monika Maron,240.0
6072,118842277,Joseph von Westphalen,1.0
6073,118842285,Michael Hamburger,47.0
6074,118842439,Stephan Lackner,2.0
6075,11884248X,Georg Stefan Troller,12.0
6076,118842609,Irina Korschunow,3.0
6077,118842706,Gudrun Pausewang,34.0
6078,118842730,Niklaus Meienberg,11.0
6079,118843303,Bernhard K. Tragelehn,17.0
6080,118843451,Margarete Kollisch,2.0
6081,118843516,Harald Zusanek,0.0
6082,118844105,Johann Neudörffer,1.0
6083,118844423,Richard Euringer,1.0
6084,118844431,Eberhard Wolfgang Möller,11.0
6085,118844784,Carl Joseph Anton Mittermaier,1.0
6086,118845497,Xingjian Gao,0.0
6087,118845551,Günther Schweikle,1.0
6088,11884556X,Robert Gernhardt,138.0
6089,118847007,Herman Semmig,0.0
6090,11884704X,Wilhelm Traugott Krug,2.0
6091,118847228,von Stein Marquart,11.0
6092,118847988,Bartholomäus Arnoldi,0.0
6093,118848178,Richard Anders,4.0
6094,118848801,Johann Pfefferkorn,13.0
6095,11884962X,Caspar Bauhin,0.0
6096,118850067,August Becker,5.0
6097,118850237,Peter Henisch,94.0
6098,118850245,Theodor Däubler,33.0
6099,118851055,Robert Bloch,21.0
6100,118852027,Julius von Soden,7.0
6101,118852272,Ilse Blumenthal-Weiss,5.0
6102,118852485,Robert Wiene,15.0
6103,118852531,Freya Klier,0.0
6104,11885254X,Christoph Murer,1.0
6105,11885271X,Johan Henrich Reitz,2.0
6106,118853627,Raymond Carver,6.0
6107,118854380,Ernst Dronke,1.0
6108,118854569,Gerhard Polt,20.0
6109,118854925,Markus Wolf,16.0
6110,118854976,Robert Hohlbaum,9.0
6111,118855050,Abraham von Frankenberg,8.0
6112,118855379,Amos ʿOz,4.0
6113,118855409,Gerhard Köpf,35.0
6114,118855484,Heinrich Institoris,21.0
6115,118855492,Jakob Sprenger,3.0
6116,118856170,Hermann Stegemann,1.0
6117,11885870X,Julius Wilhelm Zincgref,45.0
6118,118859730,Sixt Birck,8.0
6119,11885979X,Simon Marius,0.0
6120,118860429,Regenbogen,40.0
6121,118860615,Mieke Bal,1.0
6122,118862146,Nicéphore Niépce,0.0
6123,118862979,Isolde Kurz,17.0
6124,118863371,Heinrich Hart,147.0
6125,118865153,Erich Unger,5.0
6126,118866524,von Heimesfurt Konrad,14.0
6127,118868403,Wilhelm Friedrich von Meyern,5.0
6128,118868675,Peter Kolb,7.0
6129,118868705,Ernst von Bibra,0.0
6130,118868918,August Sperl,1.0
6131,118869027,Johannes Scultetus,2.0
6132,118869159,Isabel Allende,1.0
6133,118869256,Hermynia Zur Mühlen,49.0
6134,118869310,Alexander Xaver Gwerder,2.0
6135,118869345,Albert Friedrich Benno Dulk,10.0
6136,11886940X,Wilhelm Pleyer,1.0
6137,118869574,Ilona Bodden,0.0
6138,118869612,Michael Krüger,145.0
6139,118869647,Cornelius von Ayrenhoff,15.0
6140,118870645,Paul Cassirer,4.0
6141,118873520,Salman Rushdie,29.0
6142,118873709,Margarethe Susanne von Kuntsch,6.0
6143,118873822,Cormac McCarthy,7.0
6144,118874470,Johann Friedrich von Meyer,6.0
6145,118874489,Thomas Lirer,1.0
6146,118874748,Friedrich Kaiser,83.0
6147,118875787,Ėlʹdar A. Rjazanov,83.0
6148,118876090,Martin Maier,2.0
6149,118877968,Gerald Szyszkowitz,11.0
6150,11887800X,Elʿazar Benyoets,67.0
6151,118878484,Helene Böhlau,13.0
6152,118878662,Franco Biondi,31.0
6153,118880349,König  Heiliges Römisches Reich Ferdinand IV.,0.0
6154,118880578,Johannes Wittich,0.0
6155,118880632,Christoph Clavius,0.0
6156,118880829,Fritz Rudolf Fries,36.0
6157,11888090X,Lenka Reinerová,66.0
6158,118880993,Morton Rhue,0.0
6159,118881051,Christoph Friedrich Cotta,1.0
6160,118881140,Josef Winkler,196.0
6161,118881159,Walter Helmut Fritz,23.0
6162,118881205,Walter Janka,1.0
6163,118881280,Franz Hessel,63.0
6164,118881809,Eduard Korrodi,2.0
6165,11888302X,Günther Rücker,2.0
6166,118883313,Johann Pezzl,17.0
6167,118883712,Therese Huber,82.0
6168,118883720,Willi Fährmann,15.0
6169,11888381X,Benjamin Hederich,3.0
6170,118884441,Johann Hermann Riedesel,7.0
6171,118884972,Leopoldo Alas,8.0
6172,118885006,Patrick Süskind,120.0
6173,118885235,Johann Friedrich Kind,8.0
6174,118885251,Richard Hey,4.0
6175,118885324,Uwe Kolbe,84.0
6176,118885332,Joseph Pape,3.0
6177,118885340,Bert Papenfuß,23.0
6178,118885502,Gerlind Reinshagen,31.0
6179,118885693,Hermann Hakel,10.0
6180,118886576,Hermann Rollett,3.0
6181,118887203,Paul De Man,213.0
6182,118888722,Wilhelm Smets,0.0
6183,118889966,Friedrich Wilhelm Bruckbräu,0.0
6184,118890182,Burkhard Zink,1.0
6185,118890263,Caroline Auguste Fischer,13.0
6186,11889028X,Ernst von Wolzogen,6.0
6187,118890298,Kilian Leib,0.0
6188,118890506,von Minden Gerhard,0.0
6189,118890832,Johann Fercher von Steinwand,1.0
6190,118890875,Karl Johann Philipp Spitta,0.0
6191,118890948,Manfred Krug,3.0
6192,118891782,Meister des Lehrgesprächs,2.0
6193,118891871,Antonio Skármeta,0.0
6194,118891944,Günter Neumann,5.0
6195,118892371,Jacobus Canter,0.0
6196,118892649,Ludwig Erik Tesar,1.0
6197,118892657,Lienhard Nunnenpeck,0.0
6198,11889286X,Dieter Wuttke,13.0
6199,118893017,Jakob Bosshart,2.0
6200,118893076,Joachim Nowotny,1.0
6201,118893297,Robert Michel,38.0
6202,118893416,Anna Croissant-Rust,2.0
6203,118894358,Karl Ludwig August von Münchhausen,5.0
6204,118895117,J. M. Coetzee,48.0
6205,118895680,Jürgen Spohn,0.0
6206,118896261,Basilius Besler,0.0
6207,118897322,Christoph Selhamer,0.0
6208,118897497,Franz Baermann Steiner,53.0
6209,118897594,Wolfgang Rauscher,0.0
6210,118899619,Péter Esterházy,18.0
6211,118900145,Petrus Antonius de Clapis,0.0
6212,118902458,Andrzej Szczypiorski,3.0
6213,118902768,Gustav Just,7.0
6214,118902997,Ilse Tielsch,20.0
6215,118903004,Georges Perec,26.0
6216,118903993,Lutz Rathenow,50.0
6217,11890423X,Gustavo Adolfo Bécquer,6.0
6218,118904418,Christoph August Tiedge,6.0
6219,118904779,Wilhelmine von Hillern,9.0
6220,11890616X,Ruth Berghaus,1.0
6221,118906755,Herbert Reinecker,2.0
6222,11890700X,Johannes Nas,6.0
6223,118908154,Christian Ludwig von Hagedorn,4.0
6224,118908782,Roberto Benigni,1.0
6225,118911139,Jörg Schiller,4.0
6226,11891118X,Oskar Pastior,134.0
6227,118911198,Walter Gröner,0.0
6228,118911201,Guntram Vesper,18.0
6229,11891121X,Peter Waterhouse,74.0
6230,118911244,Manfred Peter Hein,33.0
6231,118911422,Georg von Welling,0.0
6232,118911627,Toni Morrison,7.0
6233,118911856,Franz Hedrich,0.0
6234,118912984,VALIE EXPORT,11.0
6235,118913840,August von Steigentesch,4.0
6236,118913859,August Buchner,4.0
6237,118914480,Wolfgang Iser,56.0
6238,118915835,Luciano De Crescenzo,0.0
6239,118915967,Johannes Hinderbach,1.0
6240,118916130,Ambrosius Pape,2.0
6241,118916920,Godehard Schramm,4.0
6242,118917447,Hans Leo Haßler,1.0
6243,118918664,Walther Kauer,7.0
6244,118919849,Erhard Wameshaft,0.0
6245,118920766,Harry Mulisch,5.0
6246,118920952,von Steinach Bligger,3.0
6247,118921088,Friedrich Wilhelm Marpurg,0.0
6248,118921517,Theodor Echtermeyer,4.0
6249,118921541,Herbert Eisenreich,5.0
6250,11892155X,Max Bruns,1.0
6251,118922335,Anne Duden,53.0
6252,118924389,Friedrich Christian Delius,130.0
6253,118927698,Johann Georg Daniel Arnold,0.0
6254,118927884,Eckhard Henscheid,35.0
6255,118928171,Petrus Mosellanus,0.0
6256,118928244,Jürg Federspiel,9.0
6257,118928511,Thomas Rosenlöcher,35.0
6258,118928635,Elke Erb,50.0
6259,118928678,Ruth Rewald,11.0
6260,118928686,Unica Zürn,36.0
6261,118929852,Max Riccabona,26.0
6262,118930397,Edgar Reitz,3.0
6263,118931164,Gerhard Jaschke,11.0
6264,118931229,Klaus Hoffer,38.0
6265,118931911,Karl Morgenstern,22.0
6266,118933256,Ulman Stromer,0.0
6267,118934163,Bai Li,447.0
6268,118934457,Dagmar Nick,25.0
6269,11893449X,Ellen Key,7.0
6270,11893466X,Richard Ford,5.0
6271,118935380,Aline Valangin,8.0
6272,118936123,Michael Lentz,120.0
6273,118937197,Carl Amery,22.0
6274,118937251,Klaus Schlesinger,43.0
6275,11893743X,Melchior Adam Pastorius,1.0
6276,11893838X,Hans Dieter Schwarze,5.0
6277,118938673,Leopold F. Meissner,0.0
6278,118939599,Wolfgang Caspar Printz,5.0
6279,118939823,Gustav Warneck,0.0
6280,118942387,Georg W. Pabst,10.0
6281,118942921,Ingomar von Kieseritzky,10.0
6282,11894293X,Norbert Gstrein,119.0
6283,118943014,Peter Weibel,9.0
6284,118943286,Hans Heinrich Ehrler,5.0
6285,118943766,Wolfgang Büttner,22.0
6286,118943774,Emil Kuh,0.0
6287,11894472X,Hans Schumacher,5.0
6288,118945408,Hermann von Weinsberg,9.0
6289,118945505,Manfred Windfuhr,27.0
6290,118945661,Kristiane Allert-Wybranietz,0.0
6291,118945882,Ulrich Schmidel,8.0
6292,118948016,Günter Zamp Kelp,0.0
6293,118948954,Hans Much,1.0
6294,118950037,Leonhard Hutter,0.0
6295,118950142,Klaus Nonnenmann,2.0
6296,118950150,Hertha Pauli,25.0
6297,118950517,Judith Kerr,7.0
6298,118951300,Ernst Waldinger,7.0
6299,11895153X,Ephraim Kishon,3.0
6300,118952048,Friedrich Ernst Peters,3.0
6301,118952676,Yasushi Inoue,0.0
6302,118953028,György Sebestyén,25.0
6303,118953362,Gerhard Friedrich Müller,21.0
6304,118953869,Hanns Dieter Hüsch,5.0
6305,118953877,Alice Rühle-Gerstel,24.0
6306,118955047,Nikolaus Ferber,0.0
6307,118955586,Henriette von Egloffstein,2.0
6308,118956299,Christoph Ransmayr,443.0
6309,118957481,Johannes Lindner,3.0
6310,118957910,Jan Neruda,1.0
6311,118958461,Johann Georg von Eckhart,1.0
6312,118958836,Helga Königsdorf,26.0
6313,118959948,Paula Ludwig,31.0
6314,118960563,Beatus Rhenanus,9.0
6315,118960636,Olympia Fulvia Morata,1.0
6316,118961446,Christian Heinrich Spiess,15.0
6317,11896173X,Gottfried Finckelthaus,4.0
6318,118962590,Charlotte von Ahlefeld,2.0
6319,118962949,Aleksandar Tišma,2.0
6320,118963414,Claus Peymann,15.0
6321,118963600,Johann August Unzer,6.0
6322,118963686,Maarten 't Hart,2.0
6323,118963813,Friedrich von Uechtritz,1.0
6324,118965883,Josef Rank,2.0
6325,118966634,Mirok Li,1.0
6326,118967495,Gerhard Meier,47.0
6327,118967967,Eva Hesse,6.0
6328,118968572,Eduard Duller,1.0
6329,118968866,Anselm Glück,8.0
6330,118971158,Constantin Costa-Gavras,1.0
6331,118971611,Heinrich von Reder,0.0
6332,118972472,Micha Josef Bin-Gorion,1.0
6333,118973088,Elsa Asenijeff,10.0
6334,118973096,Arthur Holitscher,26.0
6335,11897310X,Simon Schaidenreisser,6.0
6336,118973223,Reto Hänny,12.0
6337,118973258,Johann Andreas Cramer,3.0
6338,118973428,Ferdinand Krüger,4.0
6339,118973606,Theodor Hermann Pantenius,5.0
6340,118973614,Karl August Friedrich von Witzleben,0.0
6341,118973630,Gustav Pfizer,2.0
6342,118973649,Friedrich Haug,5.0
6343,118973665,Sophie Bernhardi,30.0
6344,118973940,Alice Schwarz-Gardos,3.0
6345,118973975,Richard Pietraß,33.0
6346,118974408,Heinrich Müller,117.0
6347,118974424,Edwin Hartl,0.0
6348,118974815,Christoph Geiser,31.0
6349,118977113,Ludwig Steub,2.0
6350,118977482,Luc Bondy,3.0
6351,118979027,Lupold Hornburg,2.0
6352,11897954X,Ivan Klíma,2.0
6353,118980351,Lothar Schreyer,23.0
6354,118980483,Jayne-Ann Igel,19.0
6355,118982486,Eva Zeller,15.0
6356,118983741,Hermann von dem Busche,2.0
6357,118983776,August Kopisch,2.0
6358,118983822,Paul Gurk,5.0
6359,118984349,Jörg Schechner,0.0
6360,118985949,Nikolaus Gerbel,1.0
6361,118985957,Bischof  von Dalberg Johann,0.0
6362,11898599X,Michael Weisse,6.0
6363,11898618X,Ludwig Gotthard Kosegarten,12.0
6364,11898652X,Heinrich Deichsler,3.0
6365,11898716X,Heinrich Rantzau,0.0
6366,118987224,Carl Friedrich von Rumohr,25.0
6367,118987402,Ernst Kappeler,0.0
6368,118988107,Joseph Marius von Babo,14.0
6369,118989170,Dietrich Kolde,1.0
6370,118989480,Wolfgang Kirchbach,1.0
6371,118989820,Carl Muth,19.0
6372,11899011X,Dieter Kühn,69.0
6373,118990845,Josef Berlinger,3.0
6374,118992473,Werner Heiduczek,16.0
6375,118992996,Laura Marholm,4.0
6376,118993208,Anna Göldi,5.0
6377,118993682,Heinrich Lilienfein,1.0
6378,118993895,Philipp Konrad Marheineke,1.0
6379,11899395X,Karl Aloys Schenzinger,10.0
6380,118994190,Karl Hermann Roehricht,0.0
6381,118994212,Ulla Hahn,92.0
6382,118995359,Paul Keller,16.0
6383,118995774,Paul Pörtner,8.0
6384,118996282,Ernst Zahn,0.0
6385,118996479,Johann Helwig,16.0
6386,118996673,Martin Pansa,0.0
6387,11899669X,Jacob Andreä,0.0
6388,118997254,György Konrád,3.0
6389,118997661,Aras Ören,32.0
6390,118997718,Annemarie Schwarzenbach,178.0
6391,11899803X,Hermann Stresau,5.0
6392,118998447,Bernhard von Lepel,10.0
6393,11899848X,Ernst Schulze,8.0
6394,119000016,Brigitte Kronauer,99.0
6395,119001535,Victor Turner,1.0
6396,119001802,Elfriede Jelinek,1516.0
6397,119002248,Hermann Lingg,8.0
6398,119003333,Adam Lonitzer,1.0
6399,119003554,Anton Friedrich Büsching,3.0
6400,119004666,de Apolda Theodoricus,9.0
6401,119006359,Brigitte Burmeister,25.0
6402,119006367,Margarete Mitscherlich,6.0
6403,119006464,Johannes Posthius,5.0
6404,119006677,Dietrich Schernberg,4.0
6405,119006707,Friedrich Schnack,1.0
6406,11900688X,Carl Wilhelm Salice-Contessa,11.0
6407,119007452,Theodor Reysmann,0.0
